,timestamp,temperature_difference_c,Conductive energy (J),Air change energy (J),Radiant energy (J),HVAC energy (J),hvac_mode,Net energy xfer,ΔT,Outdoor Temperature (C),Indoor Temperature (C),HVAC energy use (kWh)
3470,2022-05-25 14:30:00-08:00,5.302789007238143,287988.1685950282,194643.54944215302,434627.42124282446,0,off,917259.1392800057,0.02939933138717967,25.700000000000003,20.42661032414904,0.0
3471,2022-05-25 15:30:00-08:00,3.5733896758509616,194066.54630610772,131164.421043,150582.9621799343,0,off,475813.929529042,0.015250446459264166,24.0,20.4418607706083,0.0
3472,2022-05-25 16:30:00-08:00,1.6581392293917006,90051.57084249084,60863.4634788483,0.0,0,off,150915.03432133913,0.004837020330812152,22.1,20.446697790939112,0.0
3473,2022-05-25 17:30:00-08:00,-0.8466977909391105,-45983.15072185183,-31078.78950270617,0.0,0,off,-77061.940224558,-0.0024699339815563463,19.6,20.444227856957557,0.0
3474,2022-05-25 18:30:00-08:00,-3.2442278569575578,-176190.15913227756,-119082.2460436186,0.0,0,off,-295272.4051758961,-0.009463859140253082,17.2,20.434763997817303,0.0
3475,2022-05-25 19:30:00-08:00,-4.434763997817303,-240846.76198492676,-162781.925566941,0.0,0,off,-403628.6875518678,-0.012936816908713712,16.0,20.42182718090859,0.0
3476,2022-05-25 20:30:00-08:00,-4.7218271809085905,-256436.82228275796,-173318.83299335063,0.0,0,off,-429755.6552761086,-0.013774219720388095,15.7,20.4080529611882,0.0
3477,2022-05-25 21:30:00-08:00,-4.708052961188201,-255688.7607804644,-172813.23810479048,0.0,0,off,-428501.99888525484,-0.01373403842580945,15.7,20.39431892276239,0.0
3478,2022-05-25 22:30:00-08:00,-4.494318922762391,-244081.11917740403,-164967.94163551365,0.0,0,off,-409049.06081291765,-0.013110546820926848,15.9,20.381208375941466,0.0
3479,2022-05-25 23:30:00-08:00,-4.481208375941465,-243369.10096150218,-164486.70744632202,0.0,0,off,-407855.8084078242,-0.013072301551532826,15.9,20.368136074389934,0.0
3480,2022-05-26 00:30:00-08:00,-4.768136074389934,-258951.803249406,-175018.6417893717,0.0,0,off,-433970.44503877766,-0.013909309135858259,15.6,20.354226765254076,0.0
3481,2022-05-26 01:30:00-08:00,-5.1542267652540765,-279919.92979975214,-189190.4412657967,0.0,0,off,-469110.37106554885,-0.01503558881620349,15.2,20.339191176437872,0.0
3482,2022-05-26 02:30:00-08:00,-5.639191176437873,-306257.77058880683,-206991.4878880725,0.0,0,off,-513249.25847687933,-0.016450296746053826,14.7,20.322740879691818,0.0
3483,2022-05-26 03:30:00-08:00,-6.422740879691817,-348811.4237202574,-235752.37111339378,0.0,0,off,-584563.7948336512,-0.018736019065181127,13.9,20.304004860626637,0.0
3484,2022-05-26 04:30:00-08:00,-6.904004860626637,-374948.2985404679,-253417.59017829542,0.0,0,off,-628365.8887187634,-0.020139932330729596,13.4,20.28386492829591,0.0
3485,2022-05-26 05:30:00-08:00,-5.08386492829591,-276098.66205990704,-186607.7479562734,0.0,0,off,-462706.4100161805,-0.01483033365436476,15.2,20.269034594641543,0.0
3486,2022-05-26 06:30:00-08:00,-1.469034594641542,-79781.52288090046,-53922.21100331307,0.0,0,off,-133703.73388421352,-0.0042853760860324846,18.8,20.26474921855551,0.0
3487,2022-05-26 07:30:00-08:00,1.4352507814444913,77946.76413837934,52682.14633066839,0.0,0,off,130628.91046904773,0.004186824053495119,21.700000000000003,20.268936042609006,0.0
3488,2022-05-26 08:30:00-08:00,3.1310639573909924,170044.36224261008,114928.4652595282,207646.74430882634,0,off,492619.5718109646,0.01578908884009502,23.4,20.2847251314491,0.0
3489,2022-05-26 09:30:00-08:00,4.2152748685509,228926.5682382646,154725.3834103389,508452.2152199011,0,off,892104.1668685046,0.02859308227142643,24.5,20.313318213720528,0.0
3490,2022-05-26 10:30:00-08:00,4.786681786279473,259958.99882046666,175699.37850814065,735649.5231968276,0,off,1171307.9005254349,0.037541919888635734,25.1,20.350860133609164,0.0
3491,2022-05-26 11:30:00-08:00,4.649139866390836,252489.26062049196,170650.7809781107,836385.1915601479,0,off,1259525.2331587505,0.0403693984986779,25.0,20.391229532107843,0.0
3492,2022-05-26 12:30:00-08:00,4.008770467892155,217711.5596698773,147145.45717439443,634055.6524849571,0,off,998912.6693292288,0.032016431709270154,24.4,20.423245963817113,0.0
3493,2022-05-26 13:30:00-08:00,2.9767540361828857,161663.97381981838,109264.3834457718,662279.411759105,0,off,933207.7690246953,0.029910505417458183,23.4,20.45315646923457,0.0
3494,2022-05-26 14:30:00-08:00,1.4468435307654275,78576.3525759658,53107.66842338981,365010.53982718795,0,off,496694.56082654354,0.015919697462389217,21.9,20.46907616669696,0.0
3495,2022-05-26 15:30:00-08:00,-0.26907616669695855,-14613.206815103364,-9876.67811875895,129782.0026000058,0,off,105292.11766614349,0.0033747473610943424,20.200000000000003,20.472450914058054,0.0
3496,2022-05-26 16:30:00-08:00,-2.072450914058056,-112552.34602545979,-76071.13943366041,0.0,0,off,-188623.4854591202,-0.00604562453394616,18.4,20.466405289524108,0.0
3497,2022-05-26 17:30:00-08:00,-3.8664052895241063,-209979.87603434967,-141919.81768606132,0.0,0,off,-351899.693720411,-0.01127883633719266,16.6,20.455126453186914,0.0
3498,2022-05-26 18:30:00-08:00,-5.955126453186914,-323415.83997858025,-218588.17098756673,0.0,0,off,-542004.010966147,-0.017371923428402145,14.5,20.43775452975851,0.0
3499,2022-05-26 19:30:00-08:00,-7.337754529758511,-398504.72755762906,-269338.75450407714,0.0,0,off,-667843.4820617063,-0.021405239809670074,13.1,20.41634928994884,0.0
3500,2022-05-26 20:30:00-08:00,-7.91634928994884,-429927.5213211467,-290576.5857016515,0.0,0,off,-720504.1070227982,-0.023093080353294812,12.5,20.393256209595545,0.0
3501,2022-05-26 21:30:00-08:00,-9.093256209595545,-493843.93736810505,-333775.99263456586,0.0,0,off,-827619.930002671,-0.026526279807777917,11.3,20.366729929787766,0.0
3502,2022-05-26 22:30:00-08:00,-10.166729929787767,-552143.0192835034,-373178.79271691566,0.0,0,off,-925321.812000419,-0.029657750384628815,10.2,20.337072179403137,0.0
3503,2022-05-26 23:30:00-08:00,-10.637072179403138,-577686.7478562802,-390443.11999691516,0.0,0,off,-968129.8678531954,-0.031029803456833187,9.7,20.306042375946305,0.0
3504,2022-05-27 00:30:00-08:00,-11.006042375946304,-597725.080707837,-403986.4966229702,0.0,0,off,-1001711.5773308072,-0.032106140299064334,9.3,20.27393623564724,0.0
3505,2022-05-27 01:30:00-08:00,-11.47393623564724,-623135.8401342832,-421160.95359081635,0.0,0,off,-1044296.7937250995,-0.03347105108093268,8.8,20.240465184566307,0.0
