,timestamp,fromba,generation_type,Usage (MWh)
2505,2023-09-30,BPAT,Solar,1.1314981338054764e-21
2506,2023-09-30,BPAT,Natural gas,4.2963359331947204e-20
2507,2023-09-30,BPAT,Hydro,2.0167522583866193e-19
2508,2023-09-30,BPAT,Other,7.644030150019195e-21
2509,2023-09-30,CISO,Other,0.0
2510,2023-09-30,CISO,Coal,-0.0
2511,2023-09-30,CISO,Wind,-0.0
2512,2023-09-30,CISO,Solar,-0.0
2513,2023-09-30,CISO,Hydro,-0.0
2514,2023-09-30,CISO,Natural gas,-0.0
2515,2023-09-30,CISO,Petroleum,-0.0
2516,2023-09-30,CISO,Nuclear,-0.0
2517,2023-09-30,BANC,Other,3.673199113671592e-09
2518,2023-09-30,BANC,Hydro,1.4008027742633754e-07
2519,2023-09-30,BANC,Solar,8.353411039185267e-09
2520,2023-09-30,BANC,Natural gas,2.0033800596732607e-07
2521,2023-09-30,TIDC,Hydro,0.5689703798110048
2522,2023-09-30,TIDC,Natural gas,2.296201889951555
2523,2023-09-29,BANC,Hydro,3.690903260802023e-08
2524,2023-09-29,BANC,Other,9.670376880411166e-10
2525,2023-09-29,BANC,Solar,3.5423847405431884e-09
2526,2023-09-29,BANC,Natural gas,5.3256330183314755e-08
2527,2023-09-29,CISO,Other,3.899103704114802e-29
2528,2023-09-29,CISO,Wind,1.8962929490323895e-27
2529,2023-09-29,CISO,Solar,2.9361630898694375e-27
2530,2023-09-29,CISO,Petroleum,2.3834353176322636e-29
2531,2023-09-29,CISO,Nuclear,1.1514167848977767e-27
2532,2023-09-29,CISO,Hydro,1.672193893308791e-27
2533,2023-09-29,CISO,Natural gas,4.6711122035629916e-27
2534,2023-09-29,CISO,Coal,0.0
2535,2023-09-29,BPAT,Wind,0.0
2536,2023-09-29,BPAT,Nuclear,0.0
2537,2023-09-29,BPAT,Hydro,0.0
2538,2023-09-29,BPAT,Natural gas,0.0
2539,2023-09-29,BPAT,Other,0.0
2540,2023-09-29,BPAT,Solar,0.0
2541,2023-09-29,TIDC,Natural gas,0.5335875729849695
2542,2023-09-29,TIDC,Hydro,0.12427015030506641
2543,2023-09-28,BPAT,Natural gas,4.164947034852927e-21
2544,2023-09-28,BPAT,Wind,5.2964936006257904e-21
2545,2023-09-28,BPAT,Hydro,2.1106663219990458e-20
2546,2023-09-28,BPAT,Nuclear,5.5683311651159006e-21
2547,2023-09-28,BPAT,Other,8.324647019463282e-22
2548,2023-09-28,BPAT,Solar,2.143218214465456e-22
2549,2023-09-28,CISO,Hydro,
2550,2023-09-28,CISO,Petroleum,
2551,2023-09-28,CISO,Nuclear,
2552,2023-09-28,CISO,Other,
2553,2023-09-28,CISO,Natural gas,
2554,2023-09-28,CISO,Solar,
2555,2023-09-28,CISO,Coal,
2556,2023-09-28,CISO,Wind,
2557,2023-09-28,TIDC,Hydro,0.6070493689553909
2558,2023-09-28,TIDC,Natural gas,2.5063104460915584
2559,2023-09-28,BANC,Solar,3.54700346419448e-09
2560,2023-09-28,BANC,Hydro,2.9653194569676644e-08
2561,2023-09-28,BANC,Natural gas,3.859745604603549e-08
2562,2023-09-28,BANC,Other,7.798086092660685e-10
2563,2023-09-27,BANC,Natural gas,3.6713738879323e-08
2564,2023-09-27,BANC,Hydro,2.6111745417758245e-08
2565,2023-09-27,BANC,Solar,3.222192290699995e-09
2566,2023-09-27,BANC,Other,6.339036693654443e-10
2567,2023-09-27,CISO,Other,3.859582299565734e-28
2568,2023-09-27,CISO,Natural gas,-4.176989131128754e-26
2569,2023-09-27,CISO,Hydro,-1.5211522698821717e-26
2570,2023-09-27,CISO,Coal,-0.0
2571,2023-09-27,CISO,Wind,-1.3092828022550075e-26
2572,2023-09-27,CISO,Solar,-2.3739691613120874e-26
2573,2023-09-27,CISO,Petroleum,-1.571139362706009e-28
2574,2023-09-27,CISO,Nuclear,-1.0164721472261795e-26
2575,2023-09-27,BPAT,Solar,0.0
2576,2023-09-27,BPAT,Natural gas,0.0
2577,2023-09-27,BPAT,Nuclear,0.0
2578,2023-09-27,BPAT,Other,0.0
2579,2023-09-27,BPAT,Wind,0.0
2580,2023-09-27,BPAT,Hydro,0.0
2581,2023-09-27,TIDC,Hydro,0.5363419311981642
2582,2023-09-27,TIDC,Natural gas,2.5806880183584098
2583,2023-09-26,CISO,Solar,7.74298700348161e-26
2584,2023-09-26,CISO,Natural gas,1.2996488258059787e-25
2585,2023-09-26,CISO,Other,3.0098906413689074e-28
2586,2023-09-26,CISO,Wind,3.254321491726524e-26
2587,2023-09-26,CISO,Coal,0.0
2588,2023-09-26,CISO,Hydro,4.439733124552793e-26
2589,2023-09-26,CISO,Nuclear,2.8849888454641166e-26
2590,2023-09-26,CISO,Petroleum,8.498174920256551e-28
2591,2023-09-26,BANC,Natural gas,3.292066747254682e-08
2592,2023-09-26,BANC,Hydro,3.3252399591793006e-08
2593,2023-09-26,BANC,Solar,3.456434661823113e-09
2594,2023-09-26,BANC,Other,8.196993656212089e-10
2595,2023-09-26,BPAT,Natural gas,0.0
2596,2023-09-26,BPAT,Solar,0.0
2597,2023-09-26,BPAT,Hydro,0.0
2598,2023-09-26,BPAT,Other,0.0
2599,2023-09-26,BPAT,Wind,0.0
2600,2023-09-26,BPAT,Nuclear,0.0
2601,2023-09-26,TIDC,Hydro,0.5523517225816463
2602,2023-09-26,TIDC,Natural gas,2.482774183536485
2603,2023-09-25,CISO,Natural gas,inf
2604,2023-09-25,CISO,Petroleum,inf
2605,2023-09-25,CISO,Wind,inf
2606,2023-09-25,CISO,Hydro,inf
2607,2023-09-25,CISO,Nuclear,inf
2608,2023-09-25,CISO,Other,-inf
2609,2023-09-25,CISO,Coal,
2610,2023-09-25,CISO,Solar,inf
2611,2023-09-25,BPAT,Wind,0.0
2612,2023-09-25,BPAT,Nuclear,0.0
2613,2023-09-25,BPAT,Natural gas,0.0
2614,2023-09-25,BPAT,Other,0.0
2615,2023-09-25,BPAT,Hydro,0.0
2616,2023-09-25,BPAT,Solar,0.0
2617,2023-09-25,BANC,Hydro,3.738010128514445e-08
2618,2023-09-25,BANC,Other,8.983014514985585e-10
2619,2023-09-25,BANC,Solar,4.1335902729113355e-09
2620,2023-09-25,BANC,Natural gas,4.5032038909758465e-08
2621,2023-09-25,TIDC,Natural gas,0.639286339829013
2622,2023-09-25,TIDC,Hydro,0.13660170987088865
2623,2023-09-24,BANC,Natural gas,3.925065144695759e-08
2624,2023-09-24,BANC,Solar,3.4852055049041376e-09
2625,2023-09-24,BANC,Hydro,3.2491171808628805e-08
2626,2023-09-24,BANC,Other,7.430976756708434e-10
2627,2023-09-24,CISO,Natural gas,0.0
2628,2023-09-24,CISO,Wind,0.0
2629,2023-09-24,CISO,Other,0.0
2630,2023-09-24,CISO,Nuclear,0.0
2631,2023-09-24,CISO,Petroleum,0.0
2632,2023-09-24,CISO,Coal,0.0
2633,2023-09-24,CISO,Solar,0.0
2634,2023-09-24,CISO,Hydro,0.0
2635,2023-09-24,TIDC,Hydro,0.5181804823603833
2636,2023-09-24,TIDC,Natural gas,2.195176396167879
2637,2023-09-24,BPAT,Natural gas,0.0
2638,2023-09-24,BPAT,Wind,0.0
2639,2023-09-24,BPAT,Hydro,0.0
2640,2023-09-24,BPAT,Solar,0.0
2641,2023-09-24,BPAT,Other,0.0
2642,2023-09-24,BPAT,Nuclear,0.0
2643,2023-09-23,BPAT,Solar,0.0
2644,2023-09-23,BPAT,Nuclear,0.0
2645,2023-09-23,BPAT,Natural gas,0.0
2646,2023-09-23,BPAT,Wind,0.0
2647,2023-09-23,BPAT,Hydro,0.0
2648,2023-09-23,BPAT,Other,0.0
2649,2023-09-23,TIDC,Natural gas,0.6087863038286091
2650,2023-09-23,TIDC,Hydro,0.13696171390829448
2651,2023-09-23,CISO,Coal,
2652,2023-09-23,CISO,Wind,
2653,2023-09-23,CISO,Nuclear,
2654,2023-09-23,CISO,Other,
2655,2023-09-23,CISO,Hydro,
2656,2023-09-23,CISO,Natural gas,
2657,2023-09-23,CISO,Solar,
2658,2023-09-23,CISO,Petroleum,
2659,2023-09-23,BANC,Other,3.8197281606005114e-10
2660,2023-09-23,BANC,Solar,1.7716826998134156e-09
2661,2023-09-23,BANC,Hydro,1.566976854720768e-08
2662,2023-09-23,BANC,Natural gas,1.9897131780244368e-08
2663,2023-09-22,CISO,Nuclear,3.2009985347778617e-27
2664,2023-09-22,CISO,Coal,0.0
2665,2023-09-22,CISO,Natural gas,1.46521968563103e-26
2666,2023-09-22,CISO,Wind,2.452746753752651e-27
2667,2023-09-22,CISO,Solar,5.7796630488311886e-27
2668,2023-09-22,CISO,Other,9.393363982350045e-29
2669,2023-09-22,CISO,Petroleum,1.325416905770144e-28
2670,2023-09-22,CISO,Hydro,4.781026703360395e-27
2671,2023-09-22,BANC,Solar,4.125778333877182e-09
2672,2023-09-22,BANC,Natural gas,5.216569556211223e-08
2673,2023-09-22,BANC,Other,9.16312104071687e-10
2674,2023-09-22,BANC,Hydro,4.076164543786253e-08
2675,2023-09-22,BPAT,Solar,0.0
2676,2023-09-22,BPAT,Other,0.0
2677,2023-09-22,BPAT,Hydro,0.0
2678,2023-09-22,BPAT,Natural gas,0.0
2679,2023-09-22,BPAT,Nuclear,0.0
2680,2023-09-22,BPAT,Wind,0.0
2681,2023-09-22,TIDC,Natural gas,0.6068872120600568
2682,2023-09-22,TIDC,Hydro,0.1278793994320217
2683,2023-09-21,CISO,Wind,
2684,2023-09-21,CISO,Nuclear,
2685,2023-09-21,CISO,Hydro,
2686,2023-09-21,CISO,Solar,
2687,2023-09-21,CISO,Other,
2688,2023-09-21,CISO,Petroleum,
2689,2023-09-21,CISO,Natural gas,
2690,2023-09-21,CISO,Coal,
2691,2023-09-21,TIDC,Hydro,0.6303827147140452
2692,2023-09-21,TIDC,Natural gas,3.1728528595484895
2693,2023-09-21,BANC,Natural gas,4.4014676130365474e-08
2694,2023-09-21,BANC,Hydro,3.238664340126739e-08
2695,2023-09-21,BANC,Solar,3.1998069354938885e-09
2696,2023-09-21,BANC,Other,7.005278581696997e-10
2697,2023-09-21,BPAT,Wind,0.0
2698,2023-09-21,BPAT,Other,0.0
2699,2023-09-21,BPAT,Natural gas,0.0
2700,2023-09-21,BPAT,Solar,0.0
2701,2023-09-21,BPAT,Hydro,0.0
2702,2023-09-21,BPAT,Nuclear,0.0
2703,2023-09-20,BPAT,Solar,5.74078026772596e-22
2704,2023-09-20,BPAT,Nuclear,2.219712498846566e-20
2705,2023-09-20,BPAT,Wind,1.977510236456376e-20
2706,2023-09-20,BPAT,Hydro,9.132701432334323e-20
2707,2023-09-20,BPAT,Other,3.106725905468633e-21
2708,2023-09-20,BPAT,Natural gas,1.6525066469929996e-20
2709,2023-09-20,CISO,Petroleum,0.0
2710,2023-09-20,CISO,Wind,0.0
2711,2023-09-20,CISO,Coal,0.0
2712,2023-09-20,CISO,Other,0.0
2713,2023-09-20,CISO,Nuclear,0.0
2714,2023-09-20,CISO,Hydro,0.0
2715,2023-09-20,CISO,Natural gas,0.0
2716,2023-09-20,CISO,Solar,0.0
2717,2023-09-20,TIDC,Hydro,0.5395706396550799
2718,2023-09-20,TIDC,Natural gas,2.2936034492004826
2719,2023-09-20,BANC,Other,4.3471341591165726e-10
2720,2023-09-20,BANC,Hydro,2.0658136477418864e-08
2721,2023-09-20,BANC,Natural gas,2.7235489198486467e-08
2722,2023-09-20,BANC,Solar,1.963147287813814e-09
2723,2023-09-19,CISO,Solar,
2724,2023-09-19,CISO,Wind,
2725,2023-09-19,CISO,Other,
2726,2023-09-19,CISO,Petroleum,
2727,2023-09-19,CISO,Natural gas,
2728,2023-09-19,CISO,Hydro,
2729,2023-09-19,CISO,Nuclear,
2730,2023-09-19,CISO,Coal,
2731,2023-09-19,BPAT,Wind,9.473967314327143e-20
2732,2023-09-19,BPAT,Hydro,3.268555895692332e-19
2733,2023-09-19,BPAT,Other,1.1387099086929957e-20
2734,2023-09-19,BPAT,Solar,3.01095220688137e-21
2735,2023-09-19,BPAT,Nuclear,8.556742058712356e-20
2736,2023-09-19,BPAT,Natural gas,4.259010482758432e-20
2737,2023-09-19,TIDC,Hydro,0.5438881094320938
2738,2023-09-19,TIDC,Natural gas,2.1189056790621046
2739,2023-09-19,BANC,Solar,4.3759097387004746e-09
2740,2023-09-19,BANC,Natural gas,5.902564300612349e-08
2741,2023-09-19,BANC,Hydro,4.869363390085848e-08
2742,2023-09-19,BANC,Other,1.0008729721495768e-09
2743,2023-09-18,BPAT,Hydro,1.3938947231887527e-18
2744,2023-09-18,BPAT,Other,5.276155679629931e-20
2745,2023-09-18,BPAT,Wind,6.555637215001003e-19
2746,2023-09-18,BPAT,Nuclear,3.8053652601594246e-19
2747,2023-09-18,BPAT,Natural gas,2.4010091938127845e-19
2748,2023-09-18,BPAT,Solar,1.1977479847435764e-20
2749,2023-09-18,CISO,Solar,0.0
2750,2023-09-18,CISO,Petroleum,0.0
2751,2023-09-18,CISO,Coal,0.0
2752,2023-09-18,CISO,Other,0.0
2753,2023-09-18,CISO,Nuclear,0.0
2754,2023-09-18,CISO,Hydro,0.0
2755,2023-09-18,CISO,Natural gas,0.0
2756,2023-09-18,CISO,Wind,0.0
2757,2023-09-18,BANC,Natural gas,3.9933248712212596e-08
2758,2023-09-18,BANC,Other,7.509484576635473e-10
2759,2023-09-18,BANC,Solar,3.3929572240787878e-09
2760,2023-09-18,BANC,Hydro,3.4015618418228496e-08
2761,2023-09-18,TIDC,Hydro,0.4352808057842637
2762,2023-09-18,TIDC,Natural gas,1.1919421573625602
2763,2023-09-17,CISO,Solar,0.0
2764,2023-09-17,CISO,Other,0.0
2765,2023-09-17,CISO,Wind,0.0
2766,2023-09-17,CISO,Coal,0.0
2767,2023-09-17,CISO,Nuclear,0.0
2768,2023-09-17,CISO,Natural gas,0.0
2769,2023-09-17,CISO,Petroleum,0.0
2770,2023-09-17,CISO,Hydro,0.0
2771,2023-09-17,BANC,Natural gas,3.962163401614249e-08
2772,2023-09-17,BANC,Solar,3.6591159886628508e-09
2773,2023-09-17,BANC,Other,7.222693700859308e-10
2774,2023-09-17,BANC,Hydro,3.170151089707852e-08
2775,2023-09-17,TIDC,Hydro,0.36331307186448514
2776,2023-09-17,TIDC,Natural gas,0.8692813551487261
2777,2023-09-17,BPAT,Natural gas,8.678829192527451e-20
2778,2023-09-17,BPAT,Nuclear,1.7080144919334566e-19
2779,2023-09-17,BPAT,Hydro,6.023348883884678e-19
2780,2023-09-17,BPAT,Solar,6.757390667540015e-21
2781,2023-09-17,BPAT,Other,2.4889100064604106e-20
2782,2023-09-17,BPAT,Wind,2.5464660503598073e-19
2783,2023-09-16,BANC,Natural gas,4.575770764830354e-08
2784,2023-09-16,BANC,Hydro,2.9234856342964365e-08
2785,2023-09-16,BANC,Solar,3.1323675377188065e-09
2786,2023-09-16,BANC,Other,6.664245393607356e-10
2787,2023-09-16,CISO,Solar,inf
2788,2023-09-16,CISO,Nuclear,inf
2789,2023-09-16,CISO,Natural gas,inf
2790,2023-09-16,CISO,Coal,
2791,2023-09-16,CISO,Petroleum,inf
2792,2023-09-16,CISO,Hydro,inf
2793,2023-09-16,CISO,Wind,inf
2794,2023-09-16,CISO,Other,-inf
2795,2023-09-16,TIDC,Hydro,0.4765900778334212
2796,2023-09-16,TIDC,Natural gas,2.099221665787676
2797,2023-09-16,BPAT,Nuclear,0.0
2798,2023-09-16,BPAT,Hydro,0.0
2799,2023-09-16,BPAT,Other,0.0
2800,2023-09-16,BPAT,Wind,0.0
2801,2023-09-16,BPAT,Natural gas,0.0
2802,2023-09-16,BPAT,Solar,0.0
2803,2023-09-15,BPAT,Natural gas,0.0
2804,2023-09-15,BPAT,Nuclear,0.0
2805,2023-09-15,BPAT,Wind,0.0
2806,2023-09-15,BPAT,Hydro,0.0
2807,2023-09-15,BPAT,Solar,0.0
2808,2023-09-15,BPAT,Other,0.0
2809,2023-09-15,BANC,Solar,5.211722931232248e-09
2810,2023-09-15,BANC,Other,1.1765441537878797e-09
2811,2023-09-15,BANC,Hydro,5.246038802384395e-08
2812,2023-09-15,BANC,Natural gas,1.0083657459716902e-07
2813,2023-09-15,CISO,Wind,inf
2814,2023-09-15,CISO,Natural gas,inf
2815,2023-09-15,CISO,Other,-inf
2816,2023-09-15,CISO,Nuclear,inf
2817,2023-09-15,CISO,Solar,inf
2818,2023-09-15,CISO,Coal,
2819,2023-09-15,CISO,Petroleum,inf
2820,2023-09-15,CISO,Hydro,inf
2821,2023-09-15,TIDC,Hydro,0.5313214402394316
2822,2023-09-15,TIDC,Natural gas,1.7855976056837262
2823,2023-09-14,BANC,Solar,5.238541442906726e-09
2824,2023-09-14,BANC,Hydro,5.5854478865485784e-08
2825,2023-09-14,BANC,Other,1.2294211876318394e-09
2826,2023-09-14,BANC,Natural gas,1.0407510989149016e-07
2827,2023-09-14,TIDC,Hydro,0.5225211895322641
2828,2023-09-14,TIDC,Natural gas,1.7881046773585796
2829,2023-09-14,CISO,Coal,0.0
2830,2023-09-14,CISO,Petroleum,1.2755254562534999e-28
2831,2023-09-14,CISO,Hydro,4.7454305030286235e-27
2832,2023-09-14,CISO,Other,6.960184340436363e-29
2833,2023-09-14,CISO,Natural gas,1.7873460582692515e-26
2834,2023-09-14,CISO,Solar,8.039775422443749e-27
2835,2023-09-14,CISO,Nuclear,3.249936381292095e-27
2836,2023-09-14,CISO,Wind,2.1899265365614847e-27
2837,2023-09-14,BPAT,Natural gas,0.0
2838,2023-09-14,BPAT,Wind,0.0
2839,2023-09-14,BPAT,Nuclear,0.0
2840,2023-09-14,BPAT,Hydro,0.0
2841,2023-09-14,BPAT,Solar,0.0
2842,2023-09-14,BPAT,Other,0.0
2843,2023-09-13,BPAT,Solar,3.507703248533749e-22
2844,2023-09-13,BPAT,Hydro,2.967511641598056e-20
2845,2023-09-13,BPAT,Wind,3.020817056320479e-21
2846,2023-09-13,BPAT,Other,9.549337361174707e-22
2847,2023-09-13,BPAT,Nuclear,7.256859595113315e-21
2848,2023-09-13,BPAT,Natural gas,5.739950406621074e-21
2849,2023-09-13,CISO,Coal,0.0
2850,2023-09-13,CISO,Hydro,1.5699942005887056e-27
2851,2023-09-13,CISO,Natural gas,5.799399443927167e-27
2852,2023-09-13,CISO,Nuclear,1.1850522476697308e-27
2853,2023-09-13,CISO,Wind,1.33600638994604e-27
2854,2023-09-13,CISO,Solar,2.9625194927445005e-27
2855,2023-09-13,CISO,Petroleum,4.6450847667474445e-29
2856,2023-09-13,CISO,Other,9.499087221568696e-29
2857,2023-09-13,TIDC,Natural gas,0.462685306927774
2858,2023-09-13,TIDC,Hydro,0.14693072225996956
2859,2023-09-13,BANC,Hydro,4.643894420176534e-08
2860,2023-09-13,BANC,Other,1.0550587886628618e-09
2861,2023-09-13,BANC,Natural gas,7.394408145969716e-08
2862,2023-09-13,BANC,Solar,5.177148939717764e-09
2863,2023-09-12,TIDC,Hydro,0.2782199862625895
2864,2023-09-12,TIDC,Natural gas,0.8001373741049237
2865,2023-09-12,BANC,Solar,4.393946587044727e-09
2866,2023-09-12,BANC,Hydro,3.53404629283495e-08
2867,2023-09-12,BANC,Other,8.320164980586227e-10
2868,2023-09-12,BANC,Natural gas,5.824790094381758e-08
2869,2023-09-12,CISO,Wind,
2870,2023-09-12,CISO,Petroleum,
2871,2023-09-12,CISO,Solar,
2872,2023-09-12,CISO,Hydro,
2873,2023-09-12,CISO,Nuclear,
2874,2023-09-12,CISO,Coal,
2875,2023-09-12,CISO,Natural gas,
2876,2023-09-12,CISO,Other,
2877,2023-09-12,BPAT,Natural gas,1.1315790687580304e-20
2878,2023-09-12,BPAT,Other,2.092972545661333e-21
2879,2023-09-12,BPAT,Nuclear,1.5164910128357155e-20
2880,2023-09-12,BPAT,Wind,2.207537586011456e-20
2881,2023-09-12,BPAT,Solar,6.991348207052944e-22
2882,2023-09-12,BPAT,Hydro,5.949238451721146e-20
2883,2023-09-11,BANC,Other,4.823691088231198e-10
2884,2023-09-11,BANC,Solar,2.8086976918177227e-09
2885,2023-09-11,BANC,Hydro,2.1407300533116906e-08
2886,2023-09-11,BANC,Natural gas,3.9789438566578565e-08
2887,2023-09-11,CISO,Nuclear,
2888,2023-09-11,CISO,Other,
2889,2023-09-11,CISO,Solar,
2890,2023-09-11,CISO,Natural gas,
2891,2023-09-11,CISO,Petroleum,
2892,2023-09-11,CISO,Wind,
2893,2023-09-11,CISO,Coal,
2894,2023-09-11,CISO,Hydro,
2895,2023-09-11,TIDC,Hydro,0.23533355794320693
2896,2023-09-11,TIDC,Natural gas,0.664420567930612
2897,2023-09-11,BPAT,Wind,6.105980935638482e-21
2898,2023-09-11,BPAT,Hydro,1.9064313469328083e-20
2899,2023-09-11,BPAT,Nuclear,4.8047611392813546e-21
2900,2023-09-11,BPAT,Other,7.481309705787052e-22
2901,2023-09-11,BPAT,Solar,2.001470384818795e-22
2902,2023-09-11,BPAT,Natural gas,3.995547475340106e-21
2903,2023-09-10,CISO,Coal,
2904,2023-09-10,CISO,Solar,
2905,2023-09-10,CISO,Nuclear,
2906,2023-09-10,CISO,Petroleum,
2907,2023-09-10,CISO,Other,
2908,2023-09-10,CISO,Natural gas,
2909,2023-09-10,CISO,Wind,
2910,2023-09-10,CISO,Hydro,
2911,2023-09-10,BANC,Solar,4.930533735660057e-09
2912,2023-09-10,BANC,Other,8.658947616105472e-10
2913,2023-09-10,BANC,Hydro,3.695712535725016e-08
2914,2023-09-10,BANC,Natural gas,7.078229093846218e-08
2915,2023-09-10,TIDC,Natural gas,0.37688770556091283
2916,2023-09-10,TIDC,Hydro,0.1229443908719818
2917,2023-09-10,BPAT,Solar,1.5534741758100336e-21
2918,2023-09-10,BPAT,Other,5.258104559729705e-21
2919,2023-09-10,BPAT,Hydro,1.3733959484583034e-19
2920,2023-09-10,BPAT,Nuclear,3.410406118332517e-20
2921,2023-09-10,BPAT,Natural gas,2.7991233884294365e-20
2922,2023-09-10,BPAT,Wind,7.560240988942165e-21
2923,2023-09-09,BPAT,Wind,4.2994737420214054e-23
2924,2023-09-09,BPAT,Other,5.262420709782585e-23
2925,2023-09-09,BPAT,Solar,1.5904312074050553e-23
2926,2023-09-09,BPAT,Nuclear,3.3041872019093495e-22
2927,2023-09-09,BPAT,Hydro,1.3598428163405395e-21
2928,2023-09-09,BPAT,Natural gas,2.72907376226652e-22
2929,2023-09-09,CISO,Petroleum,
2930,2023-09-09,CISO,Natural gas,
2931,2023-09-09,CISO,Solar,
2932,2023-09-09,CISO,Hydro,
2933,2023-09-09,CISO,Coal,
2934,2023-09-09,CISO,Nuclear,
2935,2023-09-09,CISO,Other,
2936,2023-09-09,CISO,Wind,
2937,2023-09-09,BANC,Solar,5.057623979580259e-09
2938,2023-09-09,BANC,Hydro,4.760100674430569e-08
2939,2023-09-09,BANC,Other,1.0343902649303003e-09
2940,2023-09-09,BANC,Natural gas,8.396254663625031e-08
2941,2023-09-09,TIDC,Hydro,0.3952737434598135
2942,2023-09-09,TIDC,Natural gas,1.262565401865375
2943,2023-09-08,CISO,Natural gas,0.0
2944,2023-09-08,CISO,Solar,0.0
2945,2023-09-08,CISO,Coal,0.0
2946,2023-09-08,CISO,Nuclear,0.0
2947,2023-09-08,CISO,Hydro,0.0
2948,2023-09-08,CISO,Other,0.0
2949,2023-09-08,CISO,Petroleum,0.0
2950,2023-09-08,CISO,Wind,0.0
2951,2023-09-08,BPAT,Natural gas,2.9759640317000603e-21
2952,2023-09-08,BPAT,Nuclear,3.59681464050847e-21
2953,2023-09-08,BPAT,Hydro,1.5353492575235387e-20
2954,2023-09-08,BPAT,Wind,1.3816647924316452e-21
2955,2023-09-08,BPAT,Other,6.12193068098214e-22
2956,2023-09-08,BPAT,Solar,1.6580502208616723e-22
2957,2023-09-08,TIDC,Hydro,0.34447178103985826
2958,2023-09-08,TIDC,Natural gas,1.2821896014176126
2959,2023-09-08,BANC,Other,5.06277098626931e-10
2960,2023-09-08,BANC,Solar,2.72879327429688e-09
2961,2023-09-08,BANC,Hydro,2.20452118065244e-08
2962,2023-09-08,BANC,Natural gas,4.274482771696343e-08
2963,2023-09-07,BPAT,Other,6.221641146602014e-22
2964,2023-09-07,BPAT,Nuclear,3.588511631441166e-21
2965,2023-09-07,BPAT,Wind,2.2348134998594435e-21
2966,2023-09-07,BPAT,Natural gas,2.8226603517741767e-21
2967,2023-09-07,BPAT,Hydro,1.5594576279437667e-20
2968,2023-09-07,BPAT,Solar,1.545586642734816e-22
2969,2023-09-07,CISO,Wind,
2970,2023-09-07,CISO,Solar,
2971,2023-09-07,CISO,Petroleum,
2972,2023-09-07,CISO,Other,
2973,2023-09-07,CISO,Nuclear,
2974,2023-09-07,CISO,Hydro,
2975,2023-09-07,CISO,Coal,
2976,2023-09-07,CISO,Natural gas,
2977,2023-09-07,BANC,Natural gas,4.696938082967828e-08
2978,2023-09-07,BANC,Other,6.188194117509034e-10
2979,2023-09-07,BANC,Solar,3.5088377283322505e-09
2980,2023-09-07,BANC,Hydro,2.618955664678757e-08
2981,2023-09-07,TIDC,Natural gas,0.28849344309853864
2982,2023-09-07,TIDC,Hydro,0.06556901461389283
2983,2023-09-06,BPAT,Natural gas,8.823943951052867e-21
2984,2023-09-06,BPAT,Hydro,5.604873529183499e-20
2985,2023-09-06,BPAT,Other,2.1183744883800196e-21
2986,2023-09-06,BPAT,Solar,5.785360143723114e-22
2987,2023-09-06,BPAT,Wind,1.191608735747854e-20
2988,2023-09-06,BPAT,Nuclear,1.2695933589142415e-20
2989,2023-09-06,CISO,Nuclear,
2990,2023-09-06,CISO,Other,
2991,2023-09-06,CISO,Solar,
2992,2023-09-06,CISO,Wind,
2993,2023-09-06,CISO,Natural gas,
2994,2023-09-06,CISO,Hydro,
2995,2023-09-06,CISO,Petroleum,
2996,2023-09-06,CISO,Coal,
2997,2023-09-06,BANC,Solar,4.400656984362525e-09
2998,2023-09-06,BANC,Hydro,3.430101128907229e-08
2999,2023-09-06,BANC,Natural gas,5.5245038267486495e-08
3000,2023-09-06,BANC,Other,8.030553107471732e-10
3001,2023-09-06,TIDC,Natural gas,3.1235255830083974
3002,2023-09-06,TIDC,Hydro,0.4744169916023526
3003,2023-09-05,BPAT,Solar,1.2894819913078114e-21
3004,2023-09-05,BPAT,Hydro,1.1800852300393375e-19
3005,2023-09-05,BPAT,Wind,1.6918269990676455e-20
3006,2023-09-05,BPAT,Natural gas,1.8262906816420735e-20
3007,2023-09-05,BPAT,Nuclear,2.609394236097813e-20
3008,2023-09-05,BPAT,Other,4.507481297049429e-21
3009,2023-09-05,CISO,Coal,0.0
3010,2023-09-05,CISO,Petroleum,0.0
3011,2023-09-05,CISO,Wind,0.0
3012,2023-09-05,CISO,Hydro,0.0
3013,2023-09-05,CISO,Solar,0.0
3014,2023-09-05,CISO,Natural gas,0.0
3015,2023-09-05,CISO,Other,0.0
3016,2023-09-05,CISO,Nuclear,0.0
3017,2023-09-05,BANC,Hydro,4.93110417321682e-08
3018,2023-09-05,BANC,Other,9.577072770758777e-10
3019,2023-09-05,BANC,Solar,5.604764178341785e-09
3020,2023-09-05,BANC,Natural gas,7.830345293819251e-08
3021,2023-09-05,TIDC,Natural gas,4.6343833280249
3022,2023-09-05,TIDC,Hydro,0.6166719751000875
3023,2023-09-04,BANC,Hydro,4.0285521027132084e-08
3024,2023-09-04,BANC,Natural gas,4.7896458774706804e-08
3025,2023-09-04,BANC,Other,8.275292191084302e-10
3026,2023-09-04,BANC,Solar,4.8742636539597955e-09
3027,2023-09-04,CISO,Coal,0.0
3028,2023-09-04,CISO,Nuclear,0.0
3029,2023-09-04,CISO,Other,0.0
3030,2023-09-04,CISO,Natural gas,0.0
3031,2023-09-04,CISO,Petroleum,0.0
