,timestamp,fromba,generation_type,Usage (MWh)
1215,2023-12-09,CISO,Coal,0.0
1216,2023-12-09,BPAT,Other,0.0
1217,2023-12-09,BPAT,Solar,0.0
1218,2023-12-09,BPAT,Natural gas,0.0
1219,2023-12-09,BPAT,Hydro,0.0
1220,2023-12-09,BPAT,Wind,0.0
1221,2023-12-09,BPAT,Nuclear,0.0
1222,2023-12-09,BANC,Hydro,3.776138249786262e-08
1223,2023-12-09,BANC,Solar,6.1732671931237725e-09
1224,2023-12-09,BANC,Natural gas,1.7541585190498946e-07
1225,2023-12-09,BANC,Other,2.218151139734587e-09
1226,2023-12-09,TIDC,Hydro,0.0
1227,2023-12-09,TIDC,Natural gas,0.0
1228,2023-12-08,CISO,Nuclear,8.270935690050735e-26
1229,2023-12-08,CISO,Hydro,6.430976587435543e-26
1230,2023-12-08,CISO,Petroleum,1.8324897151891492e-27
1231,2023-12-08,CISO,Other,1.4059046999684868e-27
1232,2023-12-08,CISO,Natural gas,4.544657486862713e-25
1233,2023-12-08,CISO,Wind,7.684671770300005e-26
1234,2023-12-08,CISO,Solar,1.3612543617994757e-25
1235,2023-12-08,CISO,Coal,0.0
1236,2023-12-08,BPAT,Nuclear,9.719909274675134e-21
1237,2023-12-08,BPAT,Other,9.071534066016582e-22
1238,2023-12-08,BPAT,Solar,9.972253760514681e-23
1239,2023-12-08,BPAT,Wind,1.1951692517709317e-20
1240,2023-12-08,BPAT,Natural gas,8.308066896394381e-21
1241,2023-12-08,BPAT,Hydro,4.9043829936971365e-20
1242,2023-12-08,BANC,Other,3.7657522339089615e-08
1243,2023-12-08,BANC,Hydro,5.74677827610894e-07
1244,2023-12-08,BANC,Solar,9.875084315516586e-08
1245,2023-12-08,BANC,Natural gas,3.064981798253084e-06
1246,2023-12-08,TIDC,Hydro,0.0
1247,2023-12-08,TIDC,Natural gas,0.0
1248,2023-12-07,CISO,Petroleum,inf
1249,2023-12-07,CISO,Natural gas,inf
1250,2023-12-07,CISO,Coal,
1251,2023-12-07,CISO,Solar,inf
1252,2023-12-07,CISO,Nuclear,inf
1253,2023-12-07,CISO,Wind,inf
1254,2023-12-07,CISO,Other,-inf
1255,2023-12-07,CISO,Hydro,inf
1256,2023-12-07,BPAT,Natural gas,3.865975834181526e-20
1257,2023-12-07,BPAT,Hydro,2.4165777984267993e-19
1258,2023-12-07,BPAT,Other,4.0482037878454295e-21
1259,2023-12-07,BPAT,Wind,8.247872315671717e-20
1260,2023-12-07,BPAT,Solar,2.3317340307531755e-22
1261,2023-12-07,BPAT,Nuclear,5.334772329519829e-20
1262,2023-12-07,BANC,Solar,3.707830167518083e-08
1263,2023-12-07,BANC,Natural gas,2.469786482389932e-06
1264,2023-12-07,BANC,Hydro,4.599648142450537e-07
1265,2023-12-07,BANC,Other,3.045429135412456e-08
1266,2023-12-07,TIDC,Natural gas,0.0
1267,2023-12-07,TIDC,Hydro,0.0
1268,2023-12-06,BANC,Hydro,4.1091578425670756e-07
1269,2023-12-06,BANC,Natural gas,2.4215506160418733e-06
1270,2023-12-06,BANC,Other,2.3689158294178264e-08
1271,2023-12-06,BANC,Solar,2.4039589629890963e-08
1272,2023-12-06,BPAT,Natural gas,0.0
1273,2023-12-06,BPAT,Nuclear,0.0
1274,2023-12-06,BPAT,Wind,0.0
1275,2023-12-06,BPAT,Other,0.0
1276,2023-12-06,BPAT,Hydro,0.0
1277,2023-12-06,BPAT,Solar,0.0
1278,2023-12-06,CISO,Hydro,inf
1279,2023-12-06,CISO,Nuclear,inf
1280,2023-12-06,CISO,Wind,inf
1281,2023-12-06,CISO,Natural gas,inf
1282,2023-12-06,CISO,Solar,inf
1283,2023-12-06,CISO,Petroleum,inf
1284,2023-12-06,CISO,Other,-inf
1285,2023-12-06,CISO,Coal,
1286,2023-12-06,TIDC,Hydro,0.0
1287,2023-12-06,TIDC,Natural gas,0.0
1288,2023-12-05,CISO,Petroleum,inf
1289,2023-12-05,CISO,Coal,
1290,2023-12-05,CISO,Wind,inf
1291,2023-12-05,CISO,Solar,inf
1292,2023-12-05,CISO,Natural gas,inf
1293,2023-12-05,CISO,Nuclear,inf
1294,2023-12-05,CISO,Other,-inf
1295,2023-12-05,CISO,Hydro,inf
1296,2023-12-05,BANC,Solar,4.144086297878863e-08
1297,2023-12-05,BANC,Other,1.6121053199147593e-08
1298,2023-12-05,BANC,Natural gas,1.59677405894727e-06
1299,2023-12-05,BANC,Hydro,2.7164206932396533e-07
1300,2023-12-05,BPAT,Wind,0.0
1301,2023-12-05,BPAT,Natural gas,0.0
1302,2023-12-05,BPAT,Other,0.0
1303,2023-12-05,BPAT,Solar,0.0
1304,2023-12-05,BPAT,Nuclear,0.0
1305,2023-12-05,BPAT,Hydro,0.0
1306,2023-12-05,TIDC,Natural gas,0.0
1307,2023-12-05,TIDC,Hydro,0.0
1308,2023-12-04,CISO,Solar,inf
1309,2023-12-04,CISO,Wind,inf
1310,2023-12-04,CISO,Nuclear,inf
1311,2023-12-04,CISO,Hydro,inf
1312,2023-12-04,CISO,Coal,
1313,2023-12-04,CISO,Natural gas,inf
1314,2023-12-04,CISO,Petroleum,inf
1315,2023-12-04,CISO,Other,-inf
1316,2023-12-04,TIDC,Natural gas,0.13699454950426557
1317,2023-12-04,TIDC,Hydro,0.005450495734433369
1318,2023-12-04,BANC,Solar,4.2374524389169567e-08
1319,2023-12-04,BANC,Natural gas,1.7475332148207876e-06
1320,2023-12-04,BANC,Hydro,2.7866387574632873e-07
1321,2023-12-04,BANC,Other,1.8349245549582663e-08
1322,2023-12-04,BPAT,Nuclear,0.0
1323,2023-12-04,BPAT,Solar,0.0
1324,2023-12-04,BPAT,Natural gas,0.0
1325,2023-12-04,BPAT,Hydro,0.0
1326,2023-12-04,BPAT,Wind,0.0
1327,2023-12-04,BPAT,Other,0.0
1328,2023-12-03,CISO,Coal,0.0
1329,2023-12-03,CISO,Petroleum,6.323902297391807e-27
1330,2023-12-03,CISO,Nuclear,3.0976810546952373e-25
1331,2023-12-03,CISO,Other,2.1549384459047085e-26
1332,2023-12-03,CISO,Solar,4.1146034956879613e-25
1333,2023-12-03,CISO,Natural gas,1.3433652562337223e-24
1334,2023-12-03,CISO,Hydro,1.958748542203921e-25
1335,2023-12-03,CISO,Wind,1.9436261671449404e-25
1336,2023-12-03,BPAT,Nuclear,0.0
1337,2023-12-03,BPAT,Other,0.0
1338,2023-12-03,BPAT,Solar,0.0
1339,2023-12-03,BPAT,Wind,0.0
1340,2023-12-03,BPAT,Hydro,0.0
1341,2023-12-03,BPAT,Natural gas,0.0
1342,2023-12-03,BANC,Natural gas,3.829425065424853e-06
1343,2023-12-03,BANC,Solar,7.488923186583627e-08
1344,2023-12-03,BANC,Other,4.5273393008033916e-08
1345,2023-12-03,BANC,Hydro,6.988852464886308e-07
1346,2023-12-03,TIDC,Natural gas,0.0
1347,2023-12-03,TIDC,Hydro,0.0
1348,2023-12-02,CISO,Hydro,inf
1349,2023-12-02,CISO,Nuclear,inf
1350,2023-12-02,CISO,Solar,inf
1351,2023-12-02,CISO,Wind,inf
1352,2023-12-02,CISO,Other,-inf
1353,2023-12-02,CISO,Natural gas,inf
1354,2023-12-02,CISO,Coal,
1355,2023-12-02,CISO,Petroleum,inf
1356,2023-12-02,BPAT,Solar,2.8538594118506955e-23
1357,2023-12-02,BPAT,Other,6.1399337636121125e-22
1358,2023-12-02,BPAT,Wind,6.5438169108109826e-21
1359,2023-12-02,BPAT,Natural gas,4.001400417383993e-21
1360,2023-12-02,BPAT,Nuclear,5.7002739730617805e-21
1361,2023-12-02,BPAT,Hydro,2.71449594390532e-20
1362,2023-12-02,BANC,Solar,3.6400214506246476e-08
1363,2023-12-02,BANC,Natural gas,2.6784943913166094e-06
1364,2023-12-02,BANC,Hydro,5.498062250794244e-07
1365,2023-12-02,BANC,Other,3.4136519574265977e-08
1366,2023-12-02,TIDC,Hydro,0.0
1367,2023-12-02,TIDC,Natural gas,0.0
1368,2023-12-01,CISO,Hydro,inf
1369,2023-12-01,CISO,Solar,inf
1370,2023-12-01,CISO,Coal,
1371,2023-12-01,CISO,Other,-inf
1372,2023-12-01,CISO,Natural gas,inf
1373,2023-12-01,CISO,Petroleum,inf
1374,2023-12-01,CISO,Wind,inf
1375,2023-12-01,CISO,Nuclear,inf
1376,2023-12-01,BPAT,Natural gas,0.0
1377,2023-12-01,BPAT,Solar,0.0
1378,2023-12-01,BPAT,Other,0.0
1379,2023-12-01,BPAT,Wind,0.0
1380,2023-12-01,BPAT,Hydro,0.0
1381,2023-12-01,BPAT,Nuclear,0.0
1382,2023-12-01,BANC,Hydro,4.2415459110723503e-07
1383,2023-12-01,BANC,Other,2.5384957783639977e-08
1384,2023-12-01,BANC,Natural gas,2.3934388767431975e-06
1385,2023-12-01,BANC,Solar,5.925437585076069e-08
1386,2023-12-01,TIDC,Natural gas,0.0
1387,2023-12-01,TIDC,Hydro,0.0
1388,2023-11-30,BPAT,Hydro,0.0
1389,2023-11-30,BPAT,Nuclear,0.0
1390,2023-11-30,BPAT,Wind,0.0
1391,2023-11-30,BPAT,Natural gas,0.0
1392,2023-11-30,BPAT,Solar,0.0
1393,2023-11-30,BPAT,Other,0.0
1394,2023-11-30,CISO,Petroleum,inf
1395,2023-11-30,CISO,Nuclear,inf
1396,2023-11-30,CISO,Hydro,inf
1397,2023-11-30,CISO,Natural gas,inf
1398,2023-11-30,CISO,Solar,inf
1399,2023-11-30,CISO,Wind,inf
1400,2023-11-30,CISO,Coal,
1401,2023-11-30,CISO,Other,-inf
1402,2023-11-30,BANC,Hydro,4.2246456609220883e-07
1403,2023-11-30,BANC,Natural gas,2.543326419985744e-06
1404,2023-11-30,BANC,Solar,6.433213416512054e-08
1405,2023-11-30,BANC,Other,2.699199779931379e-08
1406,2023-11-30,TIDC,Hydro,0.0
1407,2023-11-30,TIDC,Natural gas,0.0
1408,2023-11-29,CISO,Petroleum,inf
1409,2023-11-29,CISO,Hydro,inf
1410,2023-11-29,CISO,Solar,inf
1411,2023-11-29,CISO,Nuclear,inf
1412,2023-11-29,CISO,Other,-inf
1413,2023-11-29,CISO,Natural gas,inf
1414,2023-11-29,CISO,Coal,
1415,2023-11-29,CISO,Wind,inf
1416,2023-11-29,BPAT,Other,0.0
1417,2023-11-29,BPAT,Nuclear,0.0
1418,2023-11-29,BPAT,Natural gas,0.0
1419,2023-11-29,BPAT,Hydro,0.0
1420,2023-11-29,BPAT,Wind,0.0
1421,2023-11-29,BPAT,Solar,0.0
1422,2023-11-29,BANC,Other,4.2392575296471664e-08
1423,2023-11-29,BANC,Solar,9.635749705270439e-08
1424,2023-11-29,BANC,Hydro,6.720226908418391e-07
1425,2023-11-29,BANC,Natural gas,4.206547938123148e-06
1426,2023-11-29,TIDC,Natural gas,0.4689860413719561
1427,2023-11-29,TIDC,Hydro,0.013958628043886763
1428,2023-11-28,CISO,Natural gas,2.4707991979426718e-23
1429,2023-11-28,CISO,Petroleum,8.019622487854004e-26
1430,2023-11-28,CISO,Other,9.443396045480257e-28
1431,2023-11-28,CISO,Coal,0.0
1432,2023-11-28,CISO,Solar,6.459791385664791e-24
1433,2023-11-28,CISO,Hydro,3.916902755141084e-24
1434,2023-11-28,CISO,Nuclear,3.920825396575361e-24
1435,2023-11-28,CISO,Wind,7.301924388397504e-25
1436,2023-11-28,BPAT,Other,
1437,2023-11-28,BPAT,Hydro,
1438,2023-11-28,BPAT,Wind,
1439,2023-11-28,BPAT,Nuclear,
1440,2023-11-28,BPAT,Solar,
1441,2023-11-28,BPAT,Natural gas,
1442,2023-11-28,TIDC,Hydro,0.0
1443,2023-11-28,TIDC,Natural gas,0.0
1444,2023-11-28,BANC,Other,4.173422059688201e-09
1445,2023-11-28,BANC,Solar,1.2775555294417871e-08
1446,2023-11-28,BANC,Natural gas,3.8477619447114677e-07
1447,2023-11-28,BANC,Hydro,6.162457254092791e-08
1448,2023-11-27,BANC,Other,3.902790739137416e-09
1449,2023-11-27,BANC,Solar,1.2086061643780383e-08
1450,2023-11-27,BANC,Hydro,6.546616723714374e-08
1451,2023-11-27,BANC,Natural gas,3.6534012663931214e-07
1452,2023-11-27,TIDC,Natural gas,0.0
1453,2023-11-27,TIDC,Hydro,0.0
1454,2023-11-27,CISO,Solar,2.3415969742614816e-26
1455,2023-11-27,CISO,Petroleum,3.025340331173771e-28
1456,2023-11-27,CISO,Other,3.981720562677074e-28
1457,2023-11-27,CISO,Coal,0.0
1458,2023-11-27,CISO,Nuclear,1.4795668039921582e-26
1459,2023-11-27,CISO,Natural gas,9.01504832833235e-26
1460,2023-11-27,CISO,Wind,5.493568624913097e-27
1461,2023-11-27,CISO,Hydro,1.5225080023522063e-26
1462,2023-11-27,BPAT,Hydro,0.0
1463,2023-11-27,BPAT,Natural gas,0.0
1464,2023-11-27,BPAT,Other,0.0
1465,2023-11-27,BPAT,Nuclear,0.0
1466,2023-11-27,BPAT,Wind,0.0
1467,2023-11-27,BPAT,Solar,0.0
1468,2023-11-26,CISO,Coal,
1469,2023-11-26,CISO,Petroleum,inf
1470,2023-11-26,CISO,Nuclear,inf
1471,2023-11-26,CISO,Hydro,inf
1472,2023-11-26,CISO,Other,-inf
1473,2023-11-26,CISO,Natural gas,inf
1474,2023-11-26,CISO,Solar,inf
1475,2023-11-26,CISO,Wind,inf
1476,2023-11-26,BANC,Hydro,3.7156397309952784e-08
1477,2023-11-26,BANC,Solar,6.0252055961257395e-09
1478,2023-11-26,BANC,Natural gas,1.694856251052091e-07
1479,2023-11-26,BANC,Other,1.9756666480105494e-09
1480,2023-11-26,BPAT,Natural gas,0.0
1481,2023-11-26,BPAT,Solar,0.0
1482,2023-11-26,BPAT,Wind,0.0
1483,2023-11-26,BPAT,Hydro,0.0
1484,2023-11-26,BPAT,Nuclear,0.0
1485,2023-11-26,BPAT,Other,0.0
1486,2023-11-26,TIDC,Natural gas,0.04299821635941015
1487,2023-11-26,TIDC,Hydro,0.0017836405898492092
1488,2023-11-25,BPAT,Nuclear,0.0
1489,2023-11-25,BPAT,Other,0.0
1490,2023-11-25,BPAT,Natural gas,0.0
1491,2023-11-25,BPAT,Hydro,0.0
1492,2023-11-25,BPAT,Solar,0.0
1493,2023-11-25,BPAT,Wind,0.0
1494,2023-11-25,CISO,Wind,inf
1495,2023-11-25,CISO,Nuclear,inf
1496,2023-11-25,CISO,Hydro,inf
1497,2023-11-25,CISO,Petroleum,inf
1498,2023-11-25,CISO,Solar,inf
1499,2023-11-25,CISO,Coal,
1500,2023-11-25,CISO,Natural gas,inf
1501,2023-11-25,CISO,Other,-inf
1502,2023-11-25,BANC,Other,3.274911700260146e-09
1503,2023-11-25,BANC,Hydro,6.188199347984525e-08
1504,2023-11-25,BANC,Solar,1.0036912478543771e-08
1505,2023-11-25,BANC,Natural gas,2.2744492385891242e-07
1506,2023-11-25,TIDC,Natural gas,0.0
1507,2023-11-25,TIDC,Hydro,0.0
1508,2023-11-24,BANC,Other,3.031805127553993e-09
1509,2023-11-24,BANC,Solar,9.946753212175709e-09
1510,2023-11-24,BANC,Natural gas,1.971194560152655e-07
1511,2023-11-24,BANC,Hydro,5.333023403453858e-08
1512,2023-11-24,CISO,Petroleum,2.4414755246681737e-27
1513,2023-11-24,CISO,Wind,9.244655920081854e-26
1514,2023-11-24,CISO,Hydro,9.739806617521352e-26
1515,2023-11-24,CISO,Coal,0.0
1516,2023-11-24,CISO,Nuclear,1.1930721293507546e-25
1517,2023-11-24,CISO,Other,8.239979895755087e-27
1518,2023-11-24,CISO,Solar,1.9213129719895497e-25
1519,2023-11-24,CISO,Natural gas,4.759882106448862e-25
1520,2023-11-24,BPAT,Hydro,0.0
1521,2023-11-24,BPAT,Natural gas,0.0
1522,2023-11-24,BPAT,Solar,0.0
1523,2023-11-24,BPAT,Other,0.0
1524,2023-11-24,BPAT,Nuclear,0.0
1525,2023-11-24,BPAT,Wind,0.0
1526,2023-11-24,TIDC,Natural gas,0.0
1527,2023-11-24,TIDC,Hydro,0.0
1528,2023-11-23,BPAT,Natural gas,0.0
1529,2023-11-23,BPAT,Wind,0.0
1530,2023-11-23,BPAT,Hydro,0.0
1531,2023-11-23,BPAT,Other,0.0
1532,2023-11-23,BPAT,Nuclear,0.0
1533,2023-11-23,BPAT,Solar,0.0
1534,2023-11-23,CISO,Nuclear,inf
1535,2023-11-23,CISO,Petroleum,inf
1536,2023-11-23,CISO,Natural gas,inf
1537,2023-11-23,CISO,Solar,inf
1538,2023-11-23,CISO,Wind,inf
1539,2023-11-23,CISO,Hydro,inf
1540,2023-11-23,CISO,Coal,
1541,2023-11-23,CISO,Other,-inf
1542,2023-11-23,BANC,Hydro,3.0721868982904205e-08
1543,2023-11-23,BANC,Natural gas,1.1310006472345082e-07
1544,2023-11-23,BANC,Other,1.6443243504190618e-09
1545,2023-11-23,BANC,Solar,5.320739092102277e-09
1546,2023-11-23,TIDC,Natural gas,0.0
1547,2023-11-23,TIDC,Hydro,0.0
1548,2023-11-22,BANC,Hydro,4.0048133704648694e-07
1549,2023-11-22,BANC,Other,1.864198840184289e-08
1550,2023-11-22,BANC,Natural gas,2.0964523025838007e-06
1551,2023-11-22,BANC,Solar,5.8818687543745675e-08
1552,2023-11-22,CISO,Coal,
1553,2023-11-22,CISO,Other,-inf
1554,2023-11-22,CISO,Nuclear,inf
1555,2023-11-22,CISO,Petroleum,inf
1556,2023-11-22,CISO,Wind,inf
1557,2023-11-22,CISO,Hydro,inf
1558,2023-11-22,CISO,Natural gas,inf
1559,2023-11-22,CISO,Solar,inf
1560,2023-11-22,BPAT,Other,0.0
1561,2023-11-22,BPAT,Hydro,0.0
1562,2023-11-22,BPAT,Nuclear,0.0
1563,2023-11-22,BPAT,Natural gas,0.0
1564,2023-11-22,BPAT,Wind,0.0
1565,2023-11-22,BPAT,Solar,0.0
1566,2023-11-22,TIDC,Hydro,0.0
1567,2023-11-22,TIDC,Natural gas,0.0
1568,2023-11-21,BANC,Other,2.911878558786527e-08
1569,2023-11-21,BANC,Solar,7.319313792323957e-08
1570,2023-11-21,BANC,Natural gas,2.127355087216864e-06
1571,2023-11-21,BANC,Hydro,6.60620067588644e-07
1572,2023-11-21,CISO,Natural gas,inf
1573,2023-11-21,CISO,Nuclear,inf
1574,2023-11-21,CISO,Solar,inf
1575,2023-11-21,CISO,Petroleum,inf
1576,2023-11-21,CISO,Hydro,inf
1577,2023-11-21,CISO,Other,-inf
1578,2023-11-21,CISO,Coal,
1579,2023-11-21,CISO,Wind,inf
1580,2023-11-21,TIDC,Natural gas,0.0
1581,2023-11-21,TIDC,Hydro,0.0
1582,2023-11-21,BPAT,Other,0.0
1583,2023-11-21,BPAT,Natural gas,0.0
1584,2023-11-21,BPAT,Hydro,0.0
1585,2023-11-21,BPAT,Solar,0.0
1586,2023-11-21,BPAT,Nuclear,0.0
1587,2023-11-21,BPAT,Wind,0.0
1588,2023-11-20,TIDC,Hydro,0.0
1589,2023-11-20,TIDC,Natural gas,0.0
1590,2023-11-20,BANC,Natural gas,2.755983389746526e-07
1591,2023-11-20,BANC,Solar,1.6606173313710982e-08
1592,2023-11-20,BANC,Other,4.071370787240643e-09
1593,2023-11-20,BANC,Hydro,8.789699124234595e-08
1594,2023-11-20,CISO,Wind,2.2386949635412015e-26
1595,2023-11-20,CISO,Petroleum,5.032311688859337e-28
1596,2023-11-20,CISO,Solar,4.147098889967596e-26
1597,2023-11-20,CISO,Other,1.0301652551469298e-27
1598,2023-11-20,CISO,Hydro,2.3430333825248883e-26
1599,2023-11-20,CISO,Coal,0.0
1600,2023-11-20,CISO,Natural gas,1.0810444789431687e-25
1601,2023-11-20,CISO,Nuclear,2.4587218523285567e-26
1602,2023-11-20,BPAT,Nuclear,0.0
1603,2023-11-20,BPAT,Wind,0.0
1604,2023-11-20,BPAT,Natural gas,0.0
1605,2023-11-20,BPAT,Other,0.0
1606,2023-11-20,BPAT,Solar,0.0
1607,2023-11-20,BPAT,Hydro,0.0
1608,2023-11-19,BPAT,Wind,1.8966950652332581e-19
1609,2023-11-19,BPAT,Natural gas,4.934629408959336e-20
1610,2023-11-19,BPAT,Other,1.3731696934518016e-20
1611,2023-11-19,BPAT,Solar,1.604037831701047e-21
1612,2023-11-19,BPAT,Hydro,5.502982857891643e-19
1613,2023-11-19,BPAT,Nuclear,9.703897743436468e-20
1614,2023-11-19,CISO,Wind,
1615,2023-11-19,CISO,Petroleum,
1616,2023-11-19,CISO,Coal,
1617,2023-11-19,CISO,Other,
1618,2023-11-19,CISO,Natural gas,
1619,2023-11-19,CISO,Nuclear,
1620,2023-11-19,CISO,Solar,
1621,2023-11-19,CISO,Hydro,
1622,2023-11-19,BANC,Natural gas,2.1392941153672252e-07
1623,2023-11-19,BANC,Hydro,1.0588279707886333e-07
1624,2023-11-19,BANC,Solar,1.8352377029261053e-08
1625,2023-11-19,BANC,Other,4.5840871880949e-09
1626,2023-11-19,TIDC,Hydro,0.0
1627,2023-11-19,TIDC,Natural gas,0.0
1628,2023-11-18,CISO,Other,2.6605205489679875e-27
1629,2023-11-18,CISO,Coal,-0.0
1630,2023-11-18,CISO,Nuclear,-1.7944960110284458e-25
1631,2023-11-18,CISO,Wind,-1.4308915360028208e-25
1632,2023-11-18,CISO,Hydro,-1.7829838214832259e-25
1633,2023-11-18,CISO,Petroleum,-3.694609668000829e-27
1634,2023-11-18,CISO,Solar,-2.429875170056197e-25
1635,2023-11-18,CISO,Natural gas,-8.331779855016542e-25
1636,2023-11-18,TIDC,Hydro,0.0
1637,2023-11-18,TIDC,Natural gas,0.0
1638,2023-11-18,BPAT,Other,0.0
1639,2023-11-18,BPAT,Natural gas,0.0
1640,2023-11-18,BPAT,Solar,0.0
1641,2023-11-18,BPAT,Nuclear,0.0
1642,2023-11-18,BPAT,Hydro,0.0
1643,2023-11-18,BPAT,Wind,0.0
1644,2023-11-18,BANC,Other,2.0861389128620526e-08
1645,2023-11-18,BANC,Solar,2.3566961780113972e-08
1646,2023-11-18,BANC,Hydro,4.3908596162526544e-07
1647,2023-11-18,BANC,Natural gas,1.0031978594616492e-06
1648,2023-11-17,BANC,Natural gas,2.541314096368896e-06
1649,2023-11-17,BANC,Solar,8.581779628260979e-08
1650,2023-11-17,BANC,Hydro,8.583163786265535e-07
1651,2023-11-17,BANC,Other,3.183563410483911e-08
1652,2023-11-17,BPAT,Natural gas,3.63992261107539e-20
1653,2023-11-17,BPAT,Solar,7.735928668890589e-22
1654,2023-11-17,BPAT,Hydro,2.9637856281781155e-19
1655,2023-11-17,BPAT,Other,6.530132830717861e-21
1656,2023-11-17,BPAT,Nuclear,4.6375210646375417e-20
1657,2023-11-17,BPAT,Wind,1.965934916072413e-21
1658,2023-11-17,CISO,Solar,inf
1659,2023-11-17,CISO,Petroleum,inf
1660,2023-11-17,CISO,Other,-inf
1661,2023-11-17,CISO,Natural gas,inf
1662,2023-11-17,CISO,Wind,inf
1663,2023-11-17,CISO,Nuclear,inf
1664,2023-11-17,CISO,Hydro,inf
1665,2023-11-17,CISO,Coal,
1666,2023-11-17,TIDC,Natural gas,0.0
1667,2023-11-17,TIDC,Hydro,0.0
1668,2023-11-16,CISO,Wind,inf
1669,2023-11-16,CISO,Coal,
1670,2023-11-16,CISO,Natural gas,inf
1671,2023-11-16,CISO,Petroleum,inf
1672,2023-11-16,CISO,Nuclear,inf
1673,2023-11-16,CISO,Other,-inf
1674,2023-11-16,CISO,Hydro,inf
1675,2023-11-16,CISO,Solar,inf
1676,2023-11-16,BPAT,Solar,1.921163365240421e-21
1677,2023-11-16,BPAT,Natural gas,8.36628656456111e-20
1678,2023-11-16,BPAT,Hydro,6.103112704186645e-19
1679,2023-11-16,BPAT,Nuclear,9.95495480124109e-20
1680,2023-11-16,BPAT,Wind,1.3860596708542472e-20
1681,2023-11-16,BPAT,Other,1.361457202146837e-20
1682,2023-11-16,TIDC,Natural gas,0.0
1683,2023-11-16,TIDC,Hydro,0.0
1684,2023-11-16,BANC,Natural gas,2.9000858339767664e-06
1685,2023-11-16,BANC,Other,1.4056886630569737e-08
1686,2023-11-16,BANC,Solar,1.090432273575264e-07
1687,2023-11-16,BANC,Hydro,9.337594012267781e-07
1688,2023-11-15,BPAT,Hydro,0.0
1689,2023-11-15,BPAT,Wind,0.0
1690,2023-11-15,BPAT,Natural gas,0.0
1691,2023-11-15,BPAT,Nuclear,0.0
1692,2023-11-15,BPAT,Other,0.0
1693,2023-11-15,BPAT,Solar,0.0
1694,2023-11-15,CISO,Coal,0.0
1695,2023-11-15,CISO,Hydro,1.682595301318999e-24
1696,2023-11-15,CISO,Wind,4.69858060927849e-25
1697,2023-11-15,CISO,Solar,1.0039151449595955e-24
1698,2023-11-15,CISO,Other,5.151278868919078e-26
1699,2023-11-15,CISO,Petroleum,3.308436396045889e-26
1700,2023-11-15,CISO,Natural gas,1.196385351927141e-23
1701,2023-11-15,CISO,Nuclear,6.804161673845738e-25
1702,2023-11-15,BANC,Natural gas,2.501255808420429e-05
1703,2023-11-15,BANC,Solar,4.4101705807181514e-07
1704,2023-11-15,BANC,Hydro,8.987100736519709e-06
1705,2023-11-15,BANC,Other,2.7563566129488446e-08
1706,2023-11-15,TIDC,Natural gas,0.2279906393044605
1707,2023-11-15,TIDC,Hydro,0.009360695539496972
1708,2023-11-14,CISO,Natural gas,2.1638945383909003e-23
1709,2023-11-14,CISO,Wind,5.461264276161613e-25
1710,2023-11-14,CISO,Hydro,3.448193382067105e-24
1711,2023-11-14,CISO,Other,4.358984364244766e-26
1712,2023-11-14,CISO,Petroleum,7.666520423376178e-26
1713,2023-11-14,CISO,Coal,0.0
1714,2023-11-14,CISO,Nuclear,1.0967093248698891e-24
1715,2023-11-14,CISO,Solar,6.155637951564949e-24
1716,2023-11-14,BPAT,Other,0.0
1717,2023-11-14,BPAT,Solar,0.0
1718,2023-11-14,BPAT,Natural gas,0.0
1719,2023-11-14,BPAT,Nuclear,0.0
1720,2023-11-14,BPAT,Wind,0.0
1721,2023-11-14,BPAT,Hydro,0.0
1722,2023-11-14,TIDC,Natural gas,0.0
1723,2023-11-14,TIDC,Hydro,0.0
1724,2023-11-14,BANC,Solar,2.199603760228005e-08
1725,2023-11-14,BANC,Hydro,1.39621572016752e-07
1726,2023-11-14,BANC,Other,2.4022263288340036e-09
1727,2023-11-14,BANC,Natural gas,2.956409498433709e-07
1728,2023-11-13,CISO,Solar,
1729,2023-11-13,CISO,Other,
1730,2023-11-13,CISO,Petroleum,
1731,2023-11-13,CISO,Natural gas,
1732,2023-11-13,CISO,Coal,
1733,2023-11-13,CISO,Nuclear,
1734,2023-11-13,CISO,Hydro,
1735,2023-11-13,CISO,Wind,
1736,2023-11-13,BPAT,Solar,2.5404596126926344e-21
1737,2023-11-13,BPAT,Other,4.140205101020005e-20
1738,2023-11-13,BPAT,Hydro,1.822062278283297e-18
1739,2023-11-13,BPAT,Wind,1.1791346645857488e-19
1740,2023-11-13,BPAT,Nuclear,2.916532671676172e-19
1741,2023-11-13,BPAT,Natural gas,1.4623055603268858e-19
1742,2023-11-13,BANC,Other,2.063156597305277e-09
1743,2023-11-13,BANC,Natural gas,7.433961053371777e-08
1744,2023-11-13,BANC,Solar,6.585307976282542e-09
1745,2023-11-13,BANC,Hydro,4.077733053801913e-08
1746,2023-11-13,TIDC,Hydro,0.0
1747,2023-11-13,TIDC,Natural gas,0.0
1748,2023-11-12,CISO,Petroleum,
1749,2023-11-12,CISO,Coal,
1750,2023-11-12,CISO,Hydro,
1751,2023-11-12,CISO,Solar,
1752,2023-11-12,CISO,Natural gas,
1753,2023-11-12,CISO,Nuclear,
1754,2023-11-12,CISO,Other,
1755,2023-11-12,CISO,Wind,
1756,2023-11-12,BPAT,Wind,2.0309103296986338e-19
