,period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,Generation (MWh),value-units,timestamp
690,2023-08-18,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19412,megawatthours,2023-08-18
691,2023-08-18,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,376,megawatthours,2023-08-18
692,2023-08-17,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,37586,megawatthours,2023-08-17
693,2023-08-17,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2074,megawatthours,2023-08-17
694,2023-08-17,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,349,megawatthours,2023-08-17
695,2023-08-17,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19693,megawatthours,2023-08-17
696,2023-08-16,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1895,megawatthours,2023-08-16
697,2023-08-16,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,42549,megawatthours,2023-08-16
698,2023-08-16,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21092,megawatthours,2023-08-16
699,2023-08-16,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,358,megawatthours,2023-08-16
700,2023-08-15,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21372,megawatthours,2023-08-15
701,2023-08-15,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1935,megawatthours,2023-08-15
702,2023-08-15,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,42151,megawatthours,2023-08-15
703,2023-08-15,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,358,megawatthours,2023-08-15
704,2023-08-14,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20767,megawatthours,2023-08-14
705,2023-08-14,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1702,megawatthours,2023-08-14
706,2023-08-14,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,369,megawatthours,2023-08-14
707,2023-08-14,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,39962,megawatthours,2023-08-14
708,2023-08-13,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,359,megawatthours,2023-08-13
709,2023-08-13,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19751,megawatthours,2023-08-13
710,2023-08-13,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1833,megawatthours,2023-08-13
711,2023-08-13,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,30790,megawatthours,2023-08-13
712,2023-08-12,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24280,megawatthours,2023-08-12
713,2023-08-12,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2079,megawatthours,2023-08-12
714,2023-08-12,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19631,megawatthours,2023-08-12
715,2023-08-12,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,368,megawatthours,2023-08-12
716,2023-08-11,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1939,megawatthours,2023-08-11
717,2023-08-11,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,361,megawatthours,2023-08-11
718,2023-08-11,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24247,megawatthours,2023-08-11
719,2023-08-11,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20417,megawatthours,2023-08-11
720,2023-08-10,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24801,megawatthours,2023-08-10
721,2023-08-10,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20486,megawatthours,2023-08-10
722,2023-08-10,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,366,megawatthours,2023-08-10
723,2023-08-10,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2164,megawatthours,2023-08-10
724,2023-08-09,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24796,megawatthours,2023-08-09
725,2023-08-09,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2226,megawatthours,2023-08-09
726,2023-08-09,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20161,megawatthours,2023-08-09
727,2023-08-09,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,370,megawatthours,2023-08-09
728,2023-08-08,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,28607,megawatthours,2023-08-08
729,2023-08-08,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,371,megawatthours,2023-08-08
730,2023-08-08,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20823,megawatthours,2023-08-08
731,2023-08-08,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2333,megawatthours,2023-08-08
732,2023-08-07,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,373,megawatthours,2023-08-07
733,2023-08-07,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29661,megawatthours,2023-08-07
734,2023-08-07,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20997,megawatthours,2023-08-07
735,2023-08-07,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2221,megawatthours,2023-08-07
736,2023-08-06,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,26501,megawatthours,2023-08-06
737,2023-08-06,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20172,megawatthours,2023-08-06
738,2023-08-06,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2192,megawatthours,2023-08-06
739,2023-08-06,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,368,megawatthours,2023-08-06
740,2023-08-05,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,375,megawatthours,2023-08-05
741,2023-08-05,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,31140,megawatthours,2023-08-05
742,2023-08-05,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20611,megawatthours,2023-08-05
743,2023-08-05,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2229,megawatthours,2023-08-05
744,2023-08-04,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2246,megawatthours,2023-08-04
745,2023-08-04,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,26804,megawatthours,2023-08-04
746,2023-08-04,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,377,megawatthours,2023-08-04
747,2023-08-04,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19883,megawatthours,2023-08-04
748,2023-08-03,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2362,megawatthours,2023-08-03
749,2023-08-03,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19843,megawatthours,2023-08-03
750,2023-08-03,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,30013,megawatthours,2023-08-03
751,2023-08-03,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,378,megawatthours,2023-08-03
752,2023-08-02,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,35578,megawatthours,2023-08-02
753,2023-08-02,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20042,megawatthours,2023-08-02
754,2023-08-02,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,378,megawatthours,2023-08-02
755,2023-08-02,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2338,megawatthours,2023-08-02
756,2023-08-01,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,35282,megawatthours,2023-08-01
757,2023-08-01,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20660,megawatthours,2023-08-01
758,2023-08-01,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,373,megawatthours,2023-08-01
759,2023-08-01,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2025,megawatthours,2023-08-01
760,2023-07-31,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21444,megawatthours,2023-07-31
761,2023-07-31,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2347,megawatthours,2023-07-31
762,2023-07-31,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,351,megawatthours,2023-07-31
763,2023-07-31,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,37147,megawatthours,2023-07-31
764,2023-07-30,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,358,megawatthours,2023-07-30
765,2023-07-30,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2470,megawatthours,2023-07-30
766,2023-07-30,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27000,megawatthours,2023-07-30
767,2023-07-30,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20751,megawatthours,2023-07-30
768,2023-07-29,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,372,megawatthours,2023-07-29
769,2023-07-29,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20777,megawatthours,2023-07-29
770,2023-07-29,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2413,megawatthours,2023-07-29
771,2023-07-29,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27595,megawatthours,2023-07-29
772,2023-07-28,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,378,megawatthours,2023-07-28
773,2023-07-28,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,34809,megawatthours,2023-07-28
774,2023-07-28,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21758,megawatthours,2023-07-28
775,2023-07-28,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2514,megawatthours,2023-07-28
776,2023-07-27,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2445,megawatthours,2023-07-27
777,2023-07-27,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,375,megawatthours,2023-07-27
778,2023-07-27,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,19664,megawatthours,2023-07-27
779,2023-07-27,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,34947,megawatthours,2023-07-27
780,2023-07-26,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,367,megawatthours,2023-07-26
781,2023-07-26,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21905,megawatthours,2023-07-26
782,2023-07-26,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2499,megawatthours,2023-07-26
783,2023-07-26,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,36688,megawatthours,2023-07-26
784,2023-07-25,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,370,megawatthours,2023-07-25
785,2023-07-25,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2452,megawatthours,2023-07-25
786,2023-07-25,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,36659,megawatthours,2023-07-25
787,2023-07-25,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20567,megawatthours,2023-07-25
788,2023-07-24,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,32418,megawatthours,2023-07-24
789,2023-07-24,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,366,megawatthours,2023-07-24
790,2023-07-24,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21153,megawatthours,2023-07-24
791,2023-07-24,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2460,megawatthours,2023-07-24
792,2023-07-23,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21050,megawatthours,2023-07-23
793,2023-07-23,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1992,megawatthours,2023-07-23
794,2023-07-23,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,39157,megawatthours,2023-07-23
795,2023-07-23,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,362,megawatthours,2023-07-23
796,2023-07-22,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21926,megawatthours,2023-07-22
797,2023-07-22,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2399,megawatthours,2023-07-22
798,2023-07-22,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,371,megawatthours,2023-07-22
799,2023-07-22,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,36792,megawatthours,2023-07-22
800,2023-07-21,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,36858,megawatthours,2023-07-21
801,2023-07-21,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21429,megawatthours,2023-07-21
802,2023-07-21,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,364,megawatthours,2023-07-21
803,2023-07-21,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2431,megawatthours,2023-07-21
804,2023-07-20,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,39022,megawatthours,2023-07-20
805,2023-07-20,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,361,megawatthours,2023-07-20
806,2023-07-20,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2430,megawatthours,2023-07-20
807,2023-07-20,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21950,megawatthours,2023-07-20
808,2023-07-19,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,358,megawatthours,2023-07-19
809,2023-07-19,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,39375,megawatthours,2023-07-19
810,2023-07-19,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2555,megawatthours,2023-07-19
811,2023-07-19,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20929,megawatthours,2023-07-19
812,2023-07-18,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,20913,megawatthours,2023-07-18
813,2023-07-18,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,326,megawatthours,2023-07-18
814,2023-07-18,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,38803,megawatthours,2023-07-18
815,2023-07-18,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2441,megawatthours,2023-07-18
816,2023-07-17,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21531,megawatthours,2023-07-17
817,2023-07-17,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,36346,megawatthours,2023-07-17
818,2023-07-17,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2232,megawatthours,2023-07-17
819,2023-07-17,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,310,megawatthours,2023-07-17
820,2023-07-16,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,335,megawatthours,2023-07-16
821,2023-07-16,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23350,megawatthours,2023-07-16
822,2023-07-16,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2154,megawatthours,2023-07-16
823,2023-07-16,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,38634,megawatthours,2023-07-16
824,2023-07-15,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,293,megawatthours,2023-07-15
825,2023-07-15,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2427,megawatthours,2023-07-15
826,2023-07-15,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23067,megawatthours,2023-07-15
827,2023-07-15,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,37277,megawatthours,2023-07-15
828,2023-07-14,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,31636,megawatthours,2023-07-14
829,2023-07-14,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,329,megawatthours,2023-07-14
830,2023-07-14,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23754,megawatthours,2023-07-14
831,2023-07-14,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2501,megawatthours,2023-07-14
832,2023-07-13,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,373,megawatthours,2023-07-13
833,2023-07-13,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,26919,megawatthours,2023-07-13
834,2023-07-13,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2528,megawatthours,2023-07-13
835,2023-07-13,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23142,megawatthours,2023-07-13
836,2023-07-12,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,22175,megawatthours,2023-07-12
837,2023-07-12,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2619,megawatthours,2023-07-12
838,2023-07-12,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,376,megawatthours,2023-07-12
839,2023-07-12,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,23414,megawatthours,2023-07-12
840,2023-07-11,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22340,megawatthours,2023-07-11
841,2023-07-11,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,374,megawatthours,2023-07-11
842,2023-07-11,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2518,megawatthours,2023-07-11
843,2023-07-11,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21866,megawatthours,2023-07-11
844,2023-07-10,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2549,megawatthours,2023-07-10
845,2023-07-10,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,367,megawatthours,2023-07-10
846,2023-07-10,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21201,megawatthours,2023-07-10
847,2023-07-10,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,19743,megawatthours,2023-07-10
848,2023-07-09,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21416,megawatthours,2023-07-09
849,2023-07-09,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2688,megawatthours,2023-07-09
850,2023-07-09,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,368,megawatthours,2023-07-09
851,2023-07-09,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20619,megawatthours,2023-07-09
852,2023-07-08,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21730,megawatthours,2023-07-08
853,2023-07-08,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,378,megawatthours,2023-07-08
854,2023-07-08,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2601,megawatthours,2023-07-08
855,2023-07-08,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,21929,megawatthours,2023-07-08
856,2023-07-07,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2550,megawatthours,2023-07-07
857,2023-07-07,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23826,megawatthours,2023-07-07
858,2023-07-07,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24139,megawatthours,2023-07-07
859,2023-07-07,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,378,megawatthours,2023-07-07
860,2023-07-06,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23043,megawatthours,2023-07-06
861,2023-07-06,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2586,megawatthours,2023-07-06
862,2023-07-06,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,358,megawatthours,2023-07-06
863,2023-07-06,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25252,megawatthours,2023-07-06
864,2023-07-05,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,22234,megawatthours,2023-07-05
865,2023-07-05,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2480,megawatthours,2023-07-05
866,2023-07-05,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,359,megawatthours,2023-07-05
867,2023-07-05,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25252,megawatthours,2023-07-05
868,2023-07-04,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2563,megawatthours,2023-07-04
869,2023-07-04,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,22916,megawatthours,2023-07-04
870,2023-07-04,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,23555,megawatthours,2023-07-04
871,2023-07-04,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,360,megawatthours,2023-07-04
872,2023-07-03,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2598,megawatthours,2023-07-03
873,2023-07-03,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24589,megawatthours,2023-07-03
874,2023-07-03,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,367,megawatthours,2023-07-03
875,2023-07-03,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,28374,megawatthours,2023-07-03
876,2023-07-02,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,351,megawatthours,2023-07-02
877,2023-07-02,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24992,megawatthours,2023-07-02
878,2023-07-02,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29538,megawatthours,2023-07-02
879,2023-07-02,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2446,megawatthours,2023-07-02
880,2023-07-01,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27228,megawatthours,2023-07-01
881,2023-07-01,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24659,megawatthours,2023-07-01
882,2023-07-01,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,366,megawatthours,2023-07-01
883,2023-07-01,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2497,megawatthours,2023-07-01
884,2023-06-30,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,360,megawatthours,2023-06-30
885,2023-06-30,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2494,megawatthours,2023-06-30
886,2023-06-30,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24630,megawatthours,2023-06-30
887,2023-06-30,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29625,megawatthours,2023-06-30
888,2023-06-29,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2454,megawatthours,2023-06-29
889,2023-06-29,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,301,megawatthours,2023-06-29
890,2023-06-29,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,26325,megawatthours,2023-06-29
891,2023-06-29,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24281,megawatthours,2023-06-29
892,2023-06-28,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24071,megawatthours,2023-06-28
893,2023-06-28,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,283,megawatthours,2023-06-28
894,2023-06-28,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25117,megawatthours,2023-06-28
895,2023-06-28,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2988,megawatthours,2023-06-28
896,2023-06-27,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24153,megawatthours,2023-06-27
897,2023-06-27,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,274,megawatthours,2023-06-27
898,2023-06-27,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2415,megawatthours,2023-06-27
899,2023-06-27,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,19801,megawatthours,2023-06-27
900,2023-06-26,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2524,megawatthours,2023-06-26
901,2023-06-26,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,326,megawatthours,2023-06-26
902,2023-06-26,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24137,megawatthours,2023-06-26
903,2023-06-26,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,14421,megawatthours,2023-06-26
904,2023-06-25,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2601,megawatthours,2023-06-25
905,2023-06-25,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,14152,megawatthours,2023-06-25
906,2023-06-25,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23763,megawatthours,2023-06-25
907,2023-06-25,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,341,megawatthours,2023-06-25
908,2023-06-24,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2550,megawatthours,2023-06-24
909,2023-06-24,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,339,megawatthours,2023-06-24
910,2023-06-24,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,24354,megawatthours,2023-06-24
911,2023-06-24,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13346,megawatthours,2023-06-24
912,2023-06-23,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,14247,megawatthours,2023-06-23
913,2023-06-23,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,334,megawatthours,2023-06-23
914,2023-06-23,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,23472,megawatthours,2023-06-23
915,2023-06-23,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2663,megawatthours,2023-06-23
916,2023-06-22,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13898,megawatthours,2023-06-22
917,2023-06-22,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2399,megawatthours,2023-06-22
918,2023-06-22,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,25153,megawatthours,2023-06-22
919,2023-06-22,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,332,megawatthours,2023-06-22
920,2023-06-21,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,2649,megawatthours,2023-06-21
921,2023-06-21,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,10123,megawatthours,2023-06-21
