,period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,Generation (MWh),value-units,timestamp
226,2023-12-15,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,33487,megawatthours,2023-12-15
227,2023-12-15,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,379,megawatthours,2023-12-15
228,2023-12-14,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,33187,megawatthours,2023-12-14
229,2023-12-14,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,333,megawatthours,2023-12-14
230,2023-12-14,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,7997,megawatthours,2023-12-14
231,2023-12-14,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,687,megawatthours,2023-12-14
232,2023-12-13,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,363,megawatthours,2023-12-13
233,2023-12-13,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,31950,megawatthours,2023-12-13
234,2023-12-13,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,975,megawatthours,2023-12-13
235,2023-12-13,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,7827,megawatthours,2023-12-13
236,2023-12-12,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,30224,megawatthours,2023-12-12
237,2023-12-12,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6238,megawatthours,2023-12-12
238,2023-12-12,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1019,megawatthours,2023-12-12
239,2023-12-12,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,376,megawatthours,2023-12-12
240,2023-12-11,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6089,megawatthours,2023-12-11
241,2023-12-11,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,31779,megawatthours,2023-12-11
242,2023-12-11,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,985,megawatthours,2023-12-11
243,2023-12-11,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,371,megawatthours,2023-12-11
244,2023-12-10,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,5811,megawatthours,2023-12-10
245,2023-12-10,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,769,megawatthours,2023-12-10
246,2023-12-10,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,374,megawatthours,2023-12-10
247,2023-12-10,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,31304,megawatthours,2023-12-10
248,2023-12-09,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1052,megawatthours,2023-12-09
249,2023-12-09,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29893,megawatthours,2023-12-09
250,2023-12-09,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,378,megawatthours,2023-12-09
251,2023-12-09,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6435,megawatthours,2023-12-09
252,2023-12-08,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,30603,megawatthours,2023-12-08
253,2023-12-08,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,376,megawatthours,2023-12-08
254,2023-12-08,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,5738,megawatthours,2023-12-08
255,2023-12-08,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,986,megawatthours,2023-12-08
256,2023-12-07,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,377,megawatthours,2023-12-07
257,2023-12-07,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,459,megawatthours,2023-12-07
258,2023-12-07,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,30574,megawatthours,2023-12-07
259,2023-12-07,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,5694,megawatthours,2023-12-07
260,2023-12-06,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,5863,megawatthours,2023-12-06
261,2023-12-06,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,34551,megawatthours,2023-12-06
262,2023-12-06,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,338,megawatthours,2023-12-06
263,2023-12-06,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,343,megawatthours,2023-12-06
264,2023-12-05,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,892,megawatthours,2023-12-05
265,2023-12-05,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,347,megawatthours,2023-12-05
266,2023-12-05,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,34370,megawatthours,2023-12-05
267,2023-12-05,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,5847,megawatthours,2023-12-05
268,2023-12-04,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,375,megawatthours,2023-12-04
269,2023-12-04,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,866,megawatthours,2023-12-04
270,2023-12-04,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,35714,megawatthours,2023-12-04
271,2023-12-04,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,5695,megawatthours,2023-12-04
272,2023-12-03,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,5758,megawatthours,2023-12-03
273,2023-12-03,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,31550,megawatthours,2023-12-03
274,2023-12-03,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,617,megawatthours,2023-12-03
275,2023-12-03,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,373,megawatthours,2023-12-03
276,2023-12-02,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,377,megawatthours,2023-12-02
277,2023-12-02,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,402,megawatthours,2023-12-02
278,2023-12-02,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29581,megawatthours,2023-12-02
279,2023-12-02,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6072,megawatthours,2023-12-02
280,2023-12-01,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,866,megawatthours,2023-12-01
281,2023-12-01,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6199,megawatthours,2023-12-01
282,2023-12-01,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,371,megawatthours,2023-12-01
283,2023-12-01,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,34980,megawatthours,2023-12-01
284,2023-11-30,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,373,megawatthours,2023-11-30
285,2023-11-30,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,35146,megawatthours,2023-11-30
286,2023-11-30,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,5838,megawatthours,2023-11-30
287,2023-11-30,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,889,megawatthours,2023-11-30
288,2023-11-29,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,359,megawatthours,2023-11-29
289,2023-11-29,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,816,megawatthours,2023-11-29
290,2023-11-29,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,5691,megawatthours,2023-11-29
291,2023-11-29,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,35623,megawatthours,2023-11-29
292,2023-11-28,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,376,megawatthours,2023-11-28
293,2023-11-28,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1151,megawatthours,2023-11-28
294,2023-11-28,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,34666,megawatthours,2023-11-28
295,2023-11-28,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,5552,megawatthours,2023-11-28
296,2023-11-27,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,5720,megawatthours,2023-11-27
297,2023-11-27,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,31921,megawatthours,2023-11-27
298,2023-11-27,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,341,megawatthours,2023-11-27
299,2023-11-27,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1056,megawatthours,2023-11-27
300,2023-11-26,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,342,megawatthours,2023-11-26
301,2023-11-26,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1043,megawatthours,2023-11-26
302,2023-11-26,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6432,megawatthours,2023-11-26
303,2023-11-26,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,29339,megawatthours,2023-11-26
304,2023-11-25,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24655,megawatthours,2023-11-25
305,2023-11-25,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,355,megawatthours,2023-11-25
306,2023-11-25,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6708,megawatthours,2023-11-25
307,2023-11-25,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1088,megawatthours,2023-11-25
308,2023-11-24,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,349,megawatthours,2023-11-24
309,2023-11-24,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22691,megawatthours,2023-11-24
310,2023-11-24,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6139,megawatthours,2023-11-24
311,2023-11-24,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1145,megawatthours,2023-11-24
312,2023-11-23,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1084,megawatthours,2023-11-23
313,2023-11-23,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6259,megawatthours,2023-11-23
314,2023-11-23,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,335,megawatthours,2023-11-23
315,2023-11-23,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,23042,megawatthours,2023-11-23
316,2023-11-22,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6230,megawatthours,2023-11-22
317,2023-11-22,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,290,megawatthours,2023-11-22
318,2023-11-22,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,32613,megawatthours,2023-11-22
319,2023-11-22,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,915,megawatthours,2023-11-22
320,2023-11-21,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,294,megawatthours,2023-11-21
321,2023-11-21,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21479,megawatthours,2023-11-21
322,2023-11-21,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,739,megawatthours,2023-11-21
323,2023-11-21,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6670,megawatthours,2023-11-21
324,2023-11-20,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6304,megawatthours,2023-11-20
325,2023-11-20,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1191,megawatthours,2023-11-20
326,2023-11-20,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,292,megawatthours,2023-11-20
327,2023-11-20,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,19766,megawatthours,2023-11-20
328,2023-11-19,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,286,megawatthours,2023-11-19
329,2023-11-19,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6606,megawatthours,2023-11-19
330,2023-11-19,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1145,megawatthours,2023-11-19
331,2023-11-19,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,13347,megawatthours,2023-11-19
332,2023-11-18,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,331,megawatthours,2023-11-18
333,2023-11-18,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6167,megawatthours,2023-11-18
334,2023-11-18,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,14090,megawatthours,2023-11-18
335,2023-11-18,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,293,megawatthours,2023-11-18
336,2023-11-17,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,18360,megawatthours,2023-11-17
337,2023-11-17,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,620,megawatthours,2023-11-17
338,2023-11-17,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6201,megawatthours,2023-11-17
339,2023-11-17,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,230,megawatthours,2023-11-17
340,2023-11-16,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6842,megawatthours,2023-11-16
341,2023-11-16,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21250,megawatthours,2023-11-16
342,2023-11-16,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,103,megawatthours,2023-11-16
343,2023-11-16,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,799,megawatthours,2023-11-16
344,2023-11-15,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,20,megawatthours,2023-11-15
345,2023-11-15,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,320,megawatthours,2023-11-15
346,2023-11-15,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6521,megawatthours,2023-11-15
347,2023-11-15,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,18149,megawatthours,2023-11-15
348,2023-11-14,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,14153,megawatthours,2023-11-14
349,2023-11-14,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1053,megawatthours,2023-11-14
350,2023-11-14,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6684,megawatthours,2023-11-14
351,2023-11-14,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,115,megawatthours,2023-11-14
352,2023-11-13,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,344,megawatthours,2023-11-13
353,2023-11-13,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,12395,megawatthours,2023-11-13
354,2023-11-13,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1098,megawatthours,2023-11-13
355,2023-11-13,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6799,megawatthours,2023-11-13
356,2023-11-12,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22643,megawatthours,2023-11-12
357,2023-11-12,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,367,megawatthours,2023-11-12
358,2023-11-12,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1154,megawatthours,2023-11-12
359,2023-11-12,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6867,megawatthours,2023-11-12
360,2023-11-11,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22101,megawatthours,2023-11-11
361,2023-11-11,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,369,megawatthours,2023-11-11
362,2023-11-11,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1155,megawatthours,2023-11-11
363,2023-11-11,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,7215,megawatthours,2023-11-11
364,2023-11-10,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,370,megawatthours,2023-11-10
365,2023-11-10,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1080,megawatthours,2023-11-10
366,2023-11-10,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22193,megawatthours,2023-11-10
367,2023-11-10,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6762,megawatthours,2023-11-10
368,2023-11-09,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,369,megawatthours,2023-11-09
369,2023-11-09,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,982,megawatthours,2023-11-09
370,2023-11-09,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,23980,megawatthours,2023-11-09
371,2023-11-09,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,7057,megawatthours,2023-11-09
372,2023-11-08,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,6861,megawatthours,2023-11-08
373,2023-11-08,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,359,megawatthours,2023-11-08
374,2023-11-08,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20439,megawatthours,2023-11-08
375,2023-11-08,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1264,megawatthours,2023-11-08
376,2023-11-06,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,716,megawatthours,2023-11-06
377,2023-11-06,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22913,megawatthours,2023-11-06
378,2023-11-06,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,298,megawatthours,2023-11-06
379,2023-11-06,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,7068,megawatthours,2023-11-06
380,2023-11-05,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,303,megawatthours,2023-11-05
381,2023-11-05,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,693,megawatthours,2023-11-05
382,2023-11-05,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,7382,megawatthours,2023-11-05
383,2023-11-05,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21217,megawatthours,2023-11-05
384,2023-11-04,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,365,megawatthours,2023-11-04
385,2023-11-04,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,7993,megawatthours,2023-11-04
386,2023-11-04,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1120,megawatthours,2023-11-04
387,2023-11-04,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20122,megawatthours,2023-11-04
388,2023-11-01,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1174,megawatthours,2023-11-01
389,2023-11-01,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,8246,megawatthours,2023-11-01
390,2023-11-01,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,24512,megawatthours,2023-11-01
391,2023-11-01,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,382,megawatthours,2023-11-01
392,2023-10-31,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27739,megawatthours,2023-10-31
393,2023-10-31,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,8735,megawatthours,2023-10-31
394,2023-10-31,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,380,megawatthours,2023-10-31
395,2023-10-31,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1156,megawatthours,2023-10-31
396,2023-10-30,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,27386,megawatthours,2023-10-30
397,2023-10-30,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,379,megawatthours,2023-10-30
398,2023-10-30,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1340,megawatthours,2023-10-30
399,2023-10-30,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,10775,megawatthours,2023-10-30
400,2023-10-29,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,372,megawatthours,2023-10-29
401,2023-10-29,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11744,megawatthours,2023-10-29
402,2023-10-29,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1395,megawatthours,2023-10-29
403,2023-10-29,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,23775,megawatthours,2023-10-29
404,2023-10-28,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1400,megawatthours,2023-10-28
405,2023-10-28,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21835,megawatthours,2023-10-28
406,2023-10-28,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,12255,megawatthours,2023-10-28
407,2023-10-28,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,381,megawatthours,2023-10-28
408,2023-10-27,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11293,megawatthours,2023-10-27
409,2023-10-27,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1411,megawatthours,2023-10-27
410,2023-10-27,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,386,megawatthours,2023-10-27
411,2023-10-27,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,21336,megawatthours,2023-10-27
412,2023-10-26,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,9643,megawatthours,2023-10-26
413,2023-10-26,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,378,megawatthours,2023-10-26
414,2023-10-26,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20975,megawatthours,2023-10-26
415,2023-10-26,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1362,megawatthours,2023-10-26
416,2023-10-25,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,10054,megawatthours,2023-10-25
417,2023-10-25,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,555,megawatthours,2023-10-25
418,2023-10-25,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,20289,megawatthours,2023-10-25
419,2023-10-25,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,384,megawatthours,2023-10-25
420,2023-10-24,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,19562,megawatthours,2023-10-24
421,2023-10-24,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,9881,megawatthours,2023-10-24
422,2023-10-24,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,369,megawatthours,2023-10-24
423,2023-10-24,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1398,megawatthours,2023-10-24
424,2023-10-23,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1219,megawatthours,2023-10-23
425,2023-10-23,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,353,megawatthours,2023-10-23
426,2023-10-23,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,17357,megawatthours,2023-10-23
427,2023-10-23,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11315,megawatthours,2023-10-23
428,2023-10-22,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,702,megawatthours,2023-10-22
429,2023-10-22,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,370,megawatthours,2023-10-22
430,2023-10-22,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11971,megawatthours,2023-10-22
431,2023-10-22,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,18586,megawatthours,2023-10-22
432,2023-10-21,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,367,megawatthours,2023-10-21
433,2023-10-21,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11461,megawatthours,2023-10-21
434,2023-10-21,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1198,megawatthours,2023-10-21
435,2023-10-21,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,19902,megawatthours,2023-10-21
436,2023-10-20,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1229,megawatthours,2023-10-20
437,2023-10-20,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,11328,megawatthours,2023-10-20
438,2023-10-20,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,373,megawatthours,2023-10-20
439,2023-10-20,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,28063,megawatthours,2023-10-20
440,2023-10-19,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,384,megawatthours,2023-10-19
441,2023-10-19,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,9635,megawatthours,2023-10-19
442,2023-10-19,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,28027,megawatthours,2023-10-19
443,2023-10-19,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1345,megawatthours,2023-10-19
444,2023-10-18,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25585,megawatthours,2023-10-18
445,2023-10-18,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1421,megawatthours,2023-10-18
446,2023-10-18,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,9846,megawatthours,2023-10-18
447,2023-10-18,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,384,megawatthours,2023-10-18
448,2023-10-17,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,385,megawatthours,2023-10-17
449,2023-10-17,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1496,megawatthours,2023-10-17
450,2023-10-17,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,9409,megawatthours,2023-10-17
451,2023-10-17,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,22113,megawatthours,2023-10-17
452,2023-10-16,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,9320,megawatthours,2023-10-16
453,2023-10-16,BANC,Balancing Authority of Northern California,NG,Natural gas,Pacific,Pacific,25212,megawatthours,2023-10-16
454,2023-10-16,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1173,megawatthours,2023-10-16
455,2023-10-16,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,300,megawatthours,2023-10-16
456,2023-10-15,BANC,Balancing Authority of Northern California,OTH,Other,Pacific,Pacific,296,megawatthours,2023-10-15
457,2023-10-15,BANC,Balancing Authority of Northern California,WAT,Hydro,Pacific,Pacific,9710,megawatthours,2023-10-15
