,timestamp,fromba,Power consumed locally (MWh)
854,2023-11-30,BPAT,0
855,2023-11-30,CISO,26906
856,2023-11-30,TIDC,0
857,2023-12-01,BPAT,0
858,2023-12-01,CISO,12645
859,2023-12-01,TIDC,0
860,2023-12-02,BPAT,286
861,2023-12-02,CISO,5134
862,2023-12-02,TIDC,0
863,2023-12-03,BPAT,0
864,2023-12-03,CISO,6327
865,2023-12-03,TIDC,0
866,2023-12-04,BPAT,0
867,2023-12-04,CISO,3631
868,2023-12-04,TIDC,137
869,2023-12-05,BPAT,0
870,2023-12-05,CISO,5324
871,2023-12-05,TIDC,0
872,2023-12-06,BPAT,0
873,2023-12-06,CISO,5391
874,2023-12-06,TIDC,0
875,2023-12-07,BPAT,3866
876,2023-12-07,CISO,5730
877,2023-12-07,TIDC,0
878,2023-12-08,BPAT,972
879,2023-12-08,CISO,8271
880,2023-12-08,TIDC,0
881,2023-12-09,BPAT,0
882,2023-12-09,CISO,15665
883,2023-12-09,TIDC,0
884,2023-12-10,BPAT,2050
885,2023-12-10,CISO,4895
886,2023-12-10,TIDC,0
887,2023-12-11,BPAT,0
888,2023-12-11,CISO,10256
889,2023-12-11,TIDC,0
890,2023-12-12,BPAT,200
891,2023-12-12,CISO,8840
892,2023-12-12,TIDC,0
893,2023-12-13,BPAT,1654
894,2023-12-13,CISO,4475
895,2023-12-13,TIDC,0
896,2023-12-14,BPAT,2386
897,2023-12-14,CISO,3299
898,2023-12-14,TIDC,0
899,2023-12-15,BPAT,0
900,2023-12-15,CISO,4198
901,2023-12-15,TIDC,0
902,2023-12-16,BPAT,0
903,2023-12-16,CISO,1894
904,2023-12-16,TIDC,0
905,2023-12-17,BPAT,0
906,2023-12-17,CISO,4365
907,2023-12-17,TIDC,0
908,2023-12-18,BPAT,350
909,2023-12-18,CISO,3570
910,2023-12-18,TIDC,0
911,2023-12-19,BPAT,814
912,2023-12-19,CISO,0
913,2023-12-19,TIDC,0
914,2023-12-20,BPAT,4167
915,2023-12-20,CISO,0
916,2023-12-20,TIDC,0
917,2023-12-21,BPAT,2307
918,2023-12-21,CISO,508
919,2023-12-21,TIDC,0
920,2023-12-22,BPAT,12030
921,2023-12-22,CISO,0
922,2023-12-22,TIDC,0
923,2023-12-23,BPAT,593
924,2023-12-23,CISO,10041
925,2023-12-23,TIDC,0
926,2023-12-24,BPAT,0
927,2023-12-24,CISO,1888
928,2023-12-24,TIDC,0
929,2023-12-25,BPAT,440
930,2023-12-25,CISO,0
931,2023-12-25,TIDC,0
932,2023-12-26,BPAT,7749
933,2023-12-26,CISO,1581
934,2023-12-26,TIDC,0
935,2023-12-27,BPAT,6078
936,2023-12-27,CISO,1330
937,2023-12-27,TIDC,0
938,2023-12-28,BPAT,4856
939,2023-12-28,CISO,0
940,2023-12-28,TIDC,0
941,2023-12-29,BPAT,2683
942,2023-12-29,CISO,0
943,2023-12-29,TIDC,0
944,2023-12-30,BPAT,0
945,2023-12-30,CISO,6837
946,2023-12-30,TIDC,0
947,2023-12-31,BPAT,660
948,2023-12-31,CISO,8933
949,2023-12-31,TIDC,0
950,2024-01-01,BPAT,0
951,2024-01-01,CISO,13380
952,2024-01-01,TIDC,0
953,2024-01-02,BPAT,0
954,2024-01-02,CISO,18260
955,2024-01-02,TIDC,0
956,2024-01-03,BPAT,0
957,2024-01-03,CISO,20727
958,2024-01-03,TIDC,0
959,2024-01-04,BPAT,0
960,2024-01-04,CISO,9768
961,2024-01-04,TIDC,0
962,2024-01-05,BPAT,2655
963,2024-01-05,CISO,2687
964,2024-01-05,TIDC,0
965,2024-01-06,BPAT,8768
966,2024-01-06,CISO,0
967,2024-01-06,TIDC,0
968,2024-01-07,BPAT,0
969,2024-01-07,CISO,13356
970,2024-01-07,TIDC,0
971,2024-01-08,BPAT,0
972,2024-01-08,CISO,7779
973,2024-01-08,TIDC,786
974,2024-01-09,BPAT,2615
975,2024-01-09,CISO,5846
976,2024-01-09,TIDC,0
977,2024-01-13,BPAT,0
978,2024-01-13,CISO,29515
979,2024-01-13,TIDC,0
980,2024-01-14,BPAT,0
981,2024-01-14,CISO,25204
982,2024-01-14,TIDC,803
983,2024-01-15,BPAT,0
984,2024-01-15,CISO,22074
985,2024-01-15,TIDC,710
986,2024-01-16,BPAT,0
987,2024-01-16,CISO,22083
988,2024-01-16,TIDC,0
989,2024-01-17,BPAT,0
990,2024-01-17,CISO,18763
991,2024-01-17,TIDC,0
992,2024-01-18,BPAT,0
993,2024-01-18,CISO,20431
994,2024-01-18,TIDC,41
995,2024-01-19,BPAT,0
996,2024-01-19,CISO,15008
997,2024-01-19,TIDC,628
998,2024-01-20,BPAT,0
999,2024-01-20,CISO,10180
1000,2024-01-20,TIDC,183
1001,2024-01-21,BPAT,0
1002,2024-01-21,CISO,13790
1003,2024-01-21,TIDC,0
1004,2024-01-22,BPAT,0
1005,2024-01-22,CISO,6890
1006,2024-01-22,TIDC,161
1007,2024-01-23,BPAT,0
1008,2024-01-23,CISO,10236
1009,2024-01-23,TIDC,0
1010,2024-01-24,BPAT,0
1011,2024-01-24,CISO,8550
1012,2024-01-24,TIDC,288
1013,2024-01-25,BPAT,0
1014,2024-01-25,CISO,12365
1015,2024-01-25,TIDC,0
1016,2024-01-26,BPAT,0
1017,2024-01-26,CISO,11631
1018,2024-01-26,TIDC,0
1019,2024-01-27,BPAT,0
1020,2024-01-27,CISO,11341
1021,2024-01-27,TIDC,0
1022,2024-01-28,BPAT,6126
1023,2024-01-28,CISO,816
1024,2024-01-28,TIDC,0
1025,2024-01-29,BPAT,4811
1026,2024-01-29,CISO,0
1027,2024-01-29,TIDC,0
1028,2024-01-30,BPAT,14249
1029,2024-01-30,CISO,0
1030,2024-01-30,TIDC,0
1031,2024-01-31,BPAT,12573
1032,2024-01-31,CISO,0
1033,2024-01-31,TIDC,0
1034,2024-02-01,BPAT,3228
1035,2024-02-01,CISO,0
1036,2024-02-01,TIDC,0
1037,2024-02-02,BPAT,1128
1038,2024-02-02,CISO,0
1039,2024-02-02,TIDC,0
1040,2024-02-03,BPAT,5817
1041,2024-02-03,CISO,0
1042,2024-02-03,TIDC,0
1043,2024-02-04,BPAT,0
1044,2024-02-04,CISO,1016
1045,2024-02-04,TIDC,0
1046,2024-02-05,BPAT,0
1047,2024-02-05,CISO,3298
1048,2024-02-05,TIDC,328
1049,2024-02-06,BPAT,0
1050,2024-02-06,CISO,0
1051,2024-02-06,TIDC,34
1052,2024-02-07,BPAT,0
1053,2024-02-07,CISO,5803
1054,2024-02-07,TIDC,0
1055,2024-02-08,BPAT,7593
1056,2024-02-08,CISO,0
1057,2024-02-08,TIDC,0
1058,2024-02-09,BPAT,0
1059,2024-02-09,CISO,10293
1060,2024-02-09,TIDC,0
1061,2024-02-10,BPAT,0
1062,2024-02-10,CISO,8105
1063,2024-02-10,TIDC,493
1064,2023-02-13,BANC,29112
1065,2023-02-14,BANC,33461
1066,2023-02-15,BANC,31674
1067,2023-02-16,BANC,34367
1068,2023-02-17,BANC,31894
1069,2023-02-18,BANC,28705
1070,2023-02-19,BANC,27343
1071,2023-02-20,BANC,31049
1072,2023-02-21,BANC,27861
1073,2023-02-22,BANC,35245
1074,2023-02-23,BANC,41256
1075,2023-02-24,BANC,41819
1076,2023-02-25,BANC,36127
1077,2023-02-26,BANC,32091
1078,2023-02-27,BANC,35484
1079,2023-02-28,BANC,41023
1080,2023-03-01,BANC,44708
1081,2023-03-02,BANC,42655
1082,2023-03-03,BANC,42022
1083,2023-03-04,BANC,40643
1084,2023-03-05,BANC,42787
1085,2023-03-06,BANC,46395
1086,2023-03-07,BANC,44948
1087,2023-03-08,BANC,45405
1088,2023-03-09,BANC,47554
1089,2023-03-10,BANC,42033
1090,2023-03-11,BANC,41503
1091,2023-03-12,BANC,39814
1092,2023-03-13,BANC,41564
1093,2023-03-14,BANC,43305
1094,2023-03-15,BANC,39589
1095,2023-03-16,BANC,41150
1096,2023-03-17,BANC,40959
1097,2023-03-18,BANC,38831
1098,2023-03-19,BANC,40757
1099,2023-03-20,BANC,39862
1100,2023-03-21,BANC,39906
1101,2023-03-22,BANC,40381
1102,2023-03-23,BANC,38278
1103,2023-03-24,BANC,33703
1104,2023-03-25,BANC,30847
1105,2023-03-26,BANC,32919
1106,2023-03-27,BANC,35678
1107,2023-03-28,BANC,38283
1108,2023-03-29,BANC,38268
1109,2023-03-30,BANC,36508
1110,2023-03-31,BANC,34800
1111,2023-04-01,BANC,30587
1112,2023-04-02,BANC,32953
1113,2023-04-03,BANC,37659
1114,2023-04-04,BANC,39657
1115,2023-04-05,BANC,40796
1116,2023-04-06,BANC,39177
1117,2023-04-07,BANC,27790
1118,2023-04-08,BANC,27553
1119,2023-04-09,BANC,28664
1120,2023-04-10,BANC,30144
1121,2023-04-11,BANC,24407
1122,2023-04-12,BANC,24787
1123,2023-04-13,BANC,26445
1124,2023-04-14,BANC,26838
1125,2023-04-15,BANC,25871
1126,2023-04-16,BANC,25081
1127,2023-04-17,BANC,23425
1128,2023-04-18,BANC,22180
1129,2023-04-19,BANC,20702
1130,2023-04-20,BANC,25507
1131,2023-04-21,BANC,27633
1132,2023-04-22,BANC,27815
1133,2023-04-23,BANC,30694
1134,2023-04-24,BANC,37452
1135,2023-04-25,BANC,41296
1136,2023-04-26,BANC,42599
1137,2023-04-27,BANC,40584
1138,2023-04-28,BANC,44198
1139,2023-04-29,BANC,43854
1140,2023-04-30,BANC,36012
1141,2023-05-01,BANC,39917
1142,2023-05-02,BANC,40226
1143,2023-05-03,BANC,42196
1144,2023-05-04,BANC,38383
1145,2023-05-05,BANC,37156
1146,2023-05-06,BANC,33496
1147,2023-05-07,BANC,32847
1148,2023-05-08,BANC,39751
1149,2023-05-09,BANC,36411
1150,2023-05-10,BANC,32525
1151,2023-05-11,BANC,38699
1152,2023-05-12,BANC,43102
1153,2023-05-13,BANC,36050
1154,2023-05-14,BANC,37354
1155,2023-05-15,BANC,44015
1156,2023-05-16,BANC,48601
1157,2023-05-17,BANC,52543
1158,2023-05-18,BANC,43227
1159,2023-05-19,BANC,47003
1160,2023-05-20,BANC,43367
1161,2023-05-21,BANC,40975
1162,2023-05-22,BANC,48261
1163,2023-05-23,BANC,45016
1164,2023-05-24,BANC,39001
1165,2023-05-25,BANC,42634
1166,2023-05-26,BANC,37967
1167,2023-05-27,BANC,31942
1168,2023-05-28,BANC,33859
1169,2023-05-29,BANC,37300
1170,2023-05-30,BANC,36589
1171,2023-05-31,BANC,35527
1172,2023-06-01,BANC,38739
1173,2023-06-02,BANC,39713
1174,2023-06-03,BANC,40477
1175,2023-06-04,BANC,40538
1176,2023-06-05,BANC,41315
1177,2023-06-06,BANC,38207
1178,2023-06-07,BANC,38307
1179,2023-06-08,BANC,39051
1180,2023-06-09,BANC,38224
1181,2023-06-10,BANC,36962
1182,2023-06-11,BANC,36708
1183,2023-06-12,BANC,38947
1184,2023-06-13,BANC,37166
1185,2023-06-14,BANC,37695
1186,2023-06-15,BANC,36752
1187,2023-06-16,BANC,43497
1188,2023-06-17,BANC,38807
1189,2023-06-18,BANC,29334
1190,2023-06-19,BANC,32202
1191,2023-06-20,BANC,35810
1192,2023-06-21,BANC,39074
1193,2023-06-22,BANC,42838
1194,2023-06-23,BANC,40723
1195,2023-06-24,BANC,40589
1196,2023-06-25,BANC,40405
1197,2023-06-26,BANC,41416
1198,2023-06-27,BANC,46652
1199,2023-06-28,BANC,53054
1200,2023-06-29,BANC,53371
1201,2023-06-30,BANC,57120
1202,2023-07-01,BANC,54758
1203,2023-07-02,BANC,57326
1204,2023-07-03,BANC,55930
1205,2023-07-04,BANC,49397
1206,2023-07-05,BANC,50330
1207,2023-07-06,BANC,49473
1208,2023-07-07,BANC,48186
1209,2023-07-08,BANC,45234
1210,2023-07-09,BANC,41633
1211,2023-07-10,BANC,43875
1212,2023-07-11,BANC,47112
1213,2023-07-12,BANC,48587
1214,2023-07-13,BANC,52964
1215,2023-07-14,BANC,58218
1216,2023-07-15,BANC,63079
1217,2023-07-16,BANC,64469
1218,2023-07-17,BANC,60425
1219,2023-07-18,BANC,62489
1220,2023-07-19,BANC,60623
1221,2023-07-20,BANC,63767
1222,2023-07-21,BANC,61095
1223,2023-07-22,BANC,61491
1224,2023-07-23,BANC,62573
1225,2023-07-24,BANC,56393
1226,2023-07-25,BANC,60056
1227,2023-07-26,BANC,61472
1228,2023-07-27,BANC,57442
1229,2023-07-28,BANC,57464
1230,2023-07-29,BANC,51167
1231,2023-07-30,BANC,50598
1232,2023-07-31,BANC,60813
1233,2023-08-01,BANC,57559
1234,2023-08-02,BANC,52762
1235,2023-08-03,BANC,51565
1236,2023-08-04,BANC,49315
1237,2023-08-05,BANC,54373
1238,2023-08-06,BANC,49244
1239,2023-08-07,BANC,53264
1240,2023-08-08,BANC,52136
1241,2023-08-09,BANC,47560
1242,2023-08-10,BANC,47830
1243,2023-08-11,BANC,46978
1244,2023-08-12,BANC,46355
1245,2023-08-13,BANC,52748
1246,2023-08-14,BANC,62804
1247,2023-08-15,BANC,65823
1248,2023-08-16,BANC,65898
1249,2023-08-17,BANC,59708
1250,2023-08-18,BANC,48875
1251,2023-08-19,BANC,49043
1252,2023-08-20,BANC,51529
1253,2023-08-21,BANC,44405
1254,2023-08-22,BANC,44984
1255,2023-08-23,BANC,51533
1256,2023-08-24,BANC,52802
1257,2023-08-25,BANC,48115
1258,2023-08-26,BANC,50095
1259,2023-08-27,BANC,49851
1260,2023-08-28,BANC,50506
1261,2023-08-29,BANC,47217
1262,2023-08-30,BANC,46970
1263,2023-08-31,BANC,48731
1264,2023-09-01,BANC,43351
1265,2023-09-02,BANC,43310
1266,2023-09-03,BANC,40539
1267,2023-09-04,BANC,40286
1268,2023-09-05,BANC,49312
1269,2023-09-06,BANC,44010
1270,2023-09-07,BANC,46970
1271,2023-09-08,BANC,50655
1272,2023-09-09,BANC,50581
1273,2023-09-10,BANC,49314
1274,2023-09-11,BANC,48265
1275,2023-09-12,BANC,43943
1276,2023-09-13,BANC,46440
1277,2023-09-14,BANC,52391
1278,2023-09-15,BANC,52129
1279,2023-09-16,BANC,45758
1280,2023-09-17,BANC,39622
1281,2023-09-18,BANC,39934
1282,2023-09-19,BANC,43765
1283,2023-09-20,BANC,43492
1284,2023-09-21,BANC,44015
1285,2023-09-22,BANC,41263
1286,2023-09-23,BANC,38215
1287,2023-09-24,BANC,39251
1288,2023-09-25,BANC,37381
1289,2023-09-26,BANC,32921
1290,2023-09-27,BANC,36714
1291,2023-09-28,BANC,35473
1292,2023-09-29,BANC,36910
1293,2023-09-30,BANC,36746
1294,2023-10-01,BANC,35643
1295,2023-10-02,BANC,32173
1296,2023-10-03,BANC,37599
1297,2023-10-04,BANC,36875
1298,2023-10-05,BANC,44026
1299,2023-10-06,BANC,46444
1300,2023-10-07,BANC,42566
1301,2023-10-08,BANC,39160
1302,2023-10-09,BANC,35506
1303,2023-10-10,BANC,32065
1304,2023-10-11,BANC,32217
1305,2023-10-12,BANC,35426
1306,2023-10-13,BANC,39090
1307,2023-10-14,BANC,36623
1308,2023-10-15,BANC,38259
1309,2023-10-16,BANC,36019
1310,2023-10-17,BANC,33715
1311,2023-10-18,BANC,37235
1312,2023-10-19,BANC,39455
1313,2023-10-20,BANC,41000
1314,2023-10-21,BANC,32933
1315,2023-10-22,BANC,31624
1316,2023-10-23,BANC,30251
1317,2023-10-24,BANC,31221
1318,2023-10-25,BANC,33313
1319,2023-10-26,BANC,32368
1320,2023-10-27,BANC,34427
1321,2023-10-28,BANC,35875
1322,2023-10-29,BANC,37294
1323,2023-10-30,BANC,39886
1324,2023-10-31,BANC,38021
1325,2023-11-01,BANC,34315
1326,2023-11-04,BANC,29614
1327,2023-11-05,BANC,29603
1328,2023-11-06,BANC,31004
1329,2023-11-08,BANC,28930
1330,2023-11-09,BANC,32396
1331,2023-11-10,BANC,30407
1332,2023-11-11,BANC,30847
1333,2023-11-12,BANC,31037
1334,2023-11-13,BANC,20639
1335,2023-11-14,BANC,22010
1336,2023-11-15,BANC,25013
1337,2023-11-16,BANC,29001
1338,2023-11-17,BANC,25414
1339,2023-11-18,BANC,20885
1340,2023-11-19,BANC,21394
1341,2023-11-20,BANC,27560
1342,2023-11-21,BANC,29192
1343,2023-11-22,BANC,40050
1344,2023-11-23,BANC,30723
1345,2023-11-24,BANC,30328
1346,2023-11-25,BANC,32811
1347,2023-11-26,BANC,37157
1348,2023-11-27,BANC,39040
1349,2023-11-28,BANC,41747
1350,2023-11-29,BANC,42489
1351,2023-11-30,BANC,42249
1352,2023-12-01,BANC,42418
1353,2023-12-02,BANC,36427
1354,2023-12-03,BANC,38295
1355,2023-12-04,BANC,42392
1356,2023-12-05,BANC,41457
1357,2023-12-06,BANC,41094
1358,2023-12-07,BANC,37103
1359,2023-12-08,BANC,37715
1360,2023-12-09,BANC,37762
1361,2023-12-10,BANC,38255
1362,2023-12-11,BANC,39226
1363,2023-12-12,BANC,37863
1364,2023-12-13,BANC,41122
1365,2023-12-14,BANC,42204
1366,2023-12-15,BANC,43851
1367,2023-12-16,BANC,43546
1368,2023-12-17,BANC,44481
1369,2023-12-18,BANC,43233
1370,2023-12-19,BANC,44344
1371,2023-12-20,BANC,37314
1372,2023-12-21,BANC,42495
1373,2023-12-22,BANC,38400
1374,2023-12-23,BANC,33494
1375,2023-12-24,BANC,41589
1376,2023-12-25,BANC,40548
1377,2023-12-26,BANC,34909
1378,2023-12-27,BANC,37924
1379,2023-12-28,BANC,38036
1380,2023-12-29,BANC,41664
1381,2023-12-30,BANC,34812
1382,2023-12-31,BANC,32809
1383,2024-01-01,BANC,35050
1384,2024-01-02,BANC,35189
1385,2024-01-03,BANC,36618
1386,2024-01-04,BANC,41400
1387,2024-01-05,BANC,40313
1388,2024-01-06,BANC,39915
1389,2024-01-07,BANC,39939
1390,2024-01-08,BANC,48409
1391,2024-01-09,BANC,40588
1392,2024-01-10,BANC,41760
1393,2024-01-13,BANC,47441
1394,2024-01-14,BANC,43420
1395,2024-01-15,BANC,45311
1396,2024-01-16,BANC,46984
1397,2024-01-17,BANC,44376
1398,2024-01-18,BANC,44673
1399,2024-01-19,BANC,44901
1400,2024-01-20,BANC,42136
1401,2024-01-21,BANC,37296
1402,2024-01-22,BANC,44260
1403,2024-01-23,BANC,43164
1404,2024-01-24,BANC,44503
1405,2024-01-25,BANC,36945
1406,2024-01-26,BANC,40563
1407,2024-01-27,BANC,33533
1408,2024-01-28,BANC,33575
1409,2024-01-29,BANC,37862
1410,2024-01-30,BANC,36118
1411,2024-01-31,BANC,41111
1412,2024-02-01,BANC,42991
1413,2024-02-02,BANC,43525
1414,2024-02-03,BANC,39485
1415,2024-02-04,BANC,40191
1416,2024-02-05,BANC,42667
1417,2024-02-06,BANC,43404
1418,2024-02-07,BANC,44052
1419,2024-02-08,BANC,43125
1420,2024-02-09,BANC,43135
1421,2024-02-10,BANC,42012
1422,2024-02-11,BANC,41358
